Vardas         Pavarde        ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas302      Pavarde302     10    6     2     1     5     2     2     9     3     4     10    9     9     7     7     9     
Vardas303      Pavarde303     4     6     5     9     1     5     6     8     7     9     3     9     1     2     4     1     
Vardas304      Pavarde304     4     8     5     2     3     8     10    6     1     1     4     3     3     2     7     1     
Vardas305      Pavarde305     10    5     2     8     3     9     1     9     9     3     10    1     3     3     8     6     
Vardas306      Pavarde306     4     4     3     2     2     10    9     4     9     8     3     2     1     2     8     10    
Vardas307      Pavarde307     1     10    7     2     4     2     2     3     3     1     7     10    9     5     5     4     
Vardas308      Pavarde308     2     7     10    2     6     2     1     3     6     10    10    10    10    3     7     9     
Vardas309      Pavarde309     2     5     9     5     6     4     9     7     9     8     2     7     7     6     1     8     
Vardas310      Pavarde310     7     4     6     3     5     2     7     10    2     6     8     10    2     10    9     8     
Vardas311      Pavarde311     3     1     5     2     5     9     3     2     6     1     8     6     8     6     9     8     
Vardas312      Pavarde312     5     1     10    9     3     3     1     8     1     6     10    10    8     4     1     5     
Vardas313      Pavarde313     8     6     1     10    1     3     3     10    1     6     9     9     6     7     6     10    
Vardas314      Pavarde314     6     6     9     7     3     2     7     1     5     6     3     3     4     3     8     1     
Vardas315      Pavarde315     3     8     2     1     2     4     8     7     5     7     9     10    8     5     9     7     
Vardas316      Pavarde316     10    3     3     10    5     8     9     8     10    7     2     8     8     3     2     7     
Vardas317      Pavarde317     4     9     4     8     9     4     5     4     7     6     9     8     9     6     1     6     
Vardas318      Pavarde318     3     2     6     4     2     4     8     5     2     1     3     3     2     7     6     5     
Vardas319      Pavarde319     10    6     9     7     8     3     4     10    1     3     8     1     9     4     5     2     
Vardas320      Pavarde320     4     6     7     1     4     9     6     9     2     2     5     7     5     1     2     3     
Vardas321      Pavarde321     10    9     2     9     7     9     5     4     2     3     10    2     3     6     8     5     
Vardas322      Pavarde322     5     4     6     6     6     8     5     5     6     6     3     8     3     3     10    6     
Vardas323      Pavarde323     8     10    2     7     8     9     3     4     3     8     1     6     7     9     10    5     
Vardas324      Pavarde324     7     6     2     10    10    2     3     2     9     8     6     7     5     9     9     1     
Vardas325      Pavarde325     5     7     3     3     5     8     2     1     4     2     10    4     2     7     8     10    
Vardas326      Pavarde326     5     10    3     8     2     6     9     8     2     6     5     3     3     4     6     9     
Vardas327      Pavarde327     7     2     1     6     10    7     1     10    2     7     3     2     2     10    8     10    
Vardas328      Pavarde328     3     3     7     9     9     10    1     5     9     2     9     5     2     5     4     5     
Vardas329      Pavarde329     10    10    9     8     7     2     9     3     7     8     9     8     4     3     7     5     
Vardas330      Pavarde330     1     5     7     7     1     4     6     1     8     6     7     7     2     4     2     3     
Vardas331      Pavarde331     10    6     3     2     7     5     1     10    3     9     1     8     5     6     1     9     
Vardas332      Pavarde332     3     4     10    8     5     4     10    2     7     4     5     1     3     3     4     5     
Vardas333      Pavarde333     9     5     10    1     6     3     4     2     5     2     4     10    2     5     1     4     
Vardas334      Pavarde334     5     9     2     7     10    9     6     6     4     1     10    2     8     4     9     2     
Vardas335      Pavarde335     5     9     4     2     5     5     10    4     3     4     1     6     10    7     10    4     
Vardas336      Pavarde336     4     1     3     3     10    1     1     7     10    6     6     3     10    2     6     9     
Vardas337      Pavarde337     5     2     5     7     7     4     6     3     6     10    3     4     7     4     4     6     
Vardas338      Pavarde338     5     1     6     4     8     8     6     3     9     8     2     5     5     8     1     3     
Vardas339      Pavarde339     9     3     3     8     2     4     10    7     4     4     5     8     10    2     10    7     
Vardas340      Pavarde340     2     7     3     5     7     8     4     2     2     3     6     10    10    1     2     8     
Vardas341      Pavarde341     4     10    6     9     8     9     8     10    4     4     7     4     8     10    10    2     
Vardas342      Pavarde342     4     3     3     3     6     7     4     3     7     9     6     3     3     8     8     2     
Vardas343      Pavarde343     9     1     1     2     9     1     7     10    10    3     6     9     7     10    3     3     
Vardas344      Pavarde344     7     7     7     8     4     4     1     9     1     5     8     9     6     2     8     7     
Vardas345      Pavarde345     8     3     1     9     7     8     10    7     4     9     2     6     10    9     7     9     
Vardas346      Pavarde346     9     1     4     9     5     6     9     4     10    10    9     10    9     2     2     5     
Vardas347      Pavarde347     7     10    10    7     7     2     4     3     8     10    3     8     9     9     9     10    
Vardas348      Pavarde348     4     7     9     3     6     8     9     5     1     7     3     8     4     5     4     6     
Vardas349      Pavarde349     5     5     3     5     3     5     8     2     2     10    6     3     2     8     6     10    
Vardas350      Pavarde350     4     7     1     8     9     2     10    3     8     10    10    4     9     4     3     10    
Vardas351      Pavarde351     5     2     2     4     5     9     8     8     1     6     8     9     8     1     3     5     
Vardas352      Pavarde352     4     3     3     2     4     10    5     10    8     1     2     9     8     1     9     5     
Vardas353      Pavarde353     3     9     3     6     1     6     8     3     4     7     1     1     5     2     7     2     
Vardas354      Pavarde354     6     9     5     2     1     1     1     1     5     8     2     10    9     4     3     9     
Vardas355      Pavarde355     4     9     2     4     5     7     7     8     5     3     1     4     4     10    8     5     
Vardas356      Pavarde356     1     6     4     3     10    1     3     8     8     7     7     7     5     8     2     1     
Vardas357      Pavarde357     10    8     7     10    5     7     9     10    3     8     1     2     9     1     9     8     
Vardas358      Pavarde358     8     7     9     2     9     10    6     8     1     4     2     10    2     3     1     2     
Vardas359      Pavarde359     7     2     1     6     7     9     5     4     2     4     3     4     5     1     4     10    
Vardas360      Pavarde360     5     7     5     3     2     5     10    10    5     3     2     1     5     9     1     5     
Vardas361      Pavarde361     7     6     10    10    5     5     6     4     8     6     8     5     8     9     3     6     
Vardas362      Pavarde362     8     2     1     9     3     8     8     8     5     1     1     8     1     3     4     6     
Vardas363      Pavarde363     4     7     4     7     9     9     7     8     9     7     7     9     2     9     5     4     
Vardas364      Pavarde364     5     10    10    7     6     2     10    3     10    5     9     9     10    3     5     3     
Vardas365      Pavarde365     2     5     9     1     8     4     7     1     3     3     9     3     1     3     9     9     
Vardas366      Pavarde366     6     10    5     9     2     1     7     8     3     3     9     4     4     7     6     1     
Vardas367      Pavarde367     5     2     2     2     8     7     4     4     9     6     1     8     1     7     5     8     
Vardas368      Pavarde368     6     5     4     8     3     1     9     7     4     1     9     9     10    2     2     5     
Vardas369      Pavarde369     5     8     8     5     2     3     9     4     1     6     2     8     9     10    7     1     
Vardas370      Pavarde370     3     4     4     8     5     7     3     9     8     8     2     4     7     7     3     1     
Vardas371      Pavarde371     7     1     8     9     7     4     6     1     8     2     9     6     3     1     2     6     
Vardas372      Pavarde372     6     6     9     10    6     1     4     7     5     10    5     2     1     4     2     10    
Vardas373      Pavarde373     3     10    1     6     5     6     7     7     1     4     6     7     4     8     7     8     
Vardas374      Pavarde374     9     10    6     1     2     3     2     1     3     7     5     6     3     9     6     7     
Vardas375      Pavarde375     4     10    7     5     2     7     3     10    10    6     8     9     4     1     4     6     
Vardas376      Pavarde376     3     3     1     1     3     4     10    3     8     6     9     5     7     4     5     7     
Vardas377      Pavarde377     5     3     4     9     7     9     1     6     7     5     2     6     6     9     8     5     
Vardas378      Pavarde378     2     2     7     3     1     3     2     8     2     1     4     7     1     4     6     8     
Vardas379      Pavarde379     2     7     9     2     2     2     2     7     8     7     5     9     6     4     9     10    
Vardas380      Pavarde380     6     8     3     9     9     9     3     1     9     2     3     6     3     5     5     2     
Vardas381      Pavarde381     3     2     6     8     2     10    3     7     9     1     2     5     8     6     1     7     
Vardas382      Pavarde382     8     5     5     10    1     2     3     7     5     8     2     9     5     3     1     6     
Vardas383      Pavarde383     3     3     8     4     5     1     4     10    8     1     4     7     5     4     4     8     
Vardas384      Pavarde384     10    5     2     3     3     4     5     2     2     3     2     3     5     5     8     7     
Vardas385      Pavarde385     4     7     8     5     2     1     5     8     3     7     2     6     1     2     7     10    
Vardas386      Pavarde386     1     2     2     6     3     1     2     10    9     8     6     1     10    5     7     4     
Vardas387      Pavarde387     5     8     7     10    3     1     9     2     5     6     1     4     9     8     6     4     
Vardas388      Pavarde388     5     5     6     10    9     9     10    3     6     5     3     6     10    8     5     9     
Vardas389      Pavarde389     4     2     6     10    2     4     2     9     6     6     4     5     3     3     4     4     
Vardas390      Pavarde390     5     10    2     8     3     7     8     8     6     6     6     6     4     6     1     1     
Vardas391      Pavarde391     2     5     7     3     9     1     3     6     4     4     3     6     8     2     3     3     
Vardas392      Pavarde392     7     1     5     8     7     5     4     3     6     8     2     1     9     1     10    8     
Vardas393      Pavarde393     7     2     7     9     3     8     1     3     5     4     1     2     8     8     2     2     
Vardas394      Pavarde394     9     9     4     9     5     1     5     2     10    5     2     2     3     2     9     9     
Vardas395      Pavarde395     5     3     4     3     10    7     1     2     7     6     7     9     3     1     4     1     
Vardas396      Pavarde396     7     1     10    4     2     3     9     7     6     8     10    8     8     7     9     1     
Vardas397      Pavarde397     8     10    7     10    9     5     8     2     10    9     8     10    7     3     4     1     
Vardas398      Pavarde398     3     9     2     5     4     10    7     9     5     1     5     5     6     5     8     10    
Vardas399      Pavarde399     5     4     8     2     9     3     6     2     10    7     7     4     6     10    3     7     
Vardas400      Pavarde400     8     1     8     7     2     2     6     6     4     2     9     5     1     2     3     7     
Vardas401      Pavarde401     8     8     6     8     2     8     2     3     4     2     7     5     1     2     6     3     
Vardas402      Pavarde402     6     8     5     2     3     9     9     4     9     8     2     1     8     10    3     4     
Vardas403      Pavarde403     4     6     4     5     4     2     2     1     8     1     7     4     3     8     2     8     
Vardas404      Pavarde404     2     10    10    1     1     9     7     7     3     1     3     1     5     4     1     6     
Vardas405      Pavarde405     5     10    8     7     7     5     5     10    5     1     3     9     10    6     1     6     
Vardas406      Pavarde406     2     9     6     7     8     4     9     4     2     5     7     3     10    6     2     4     
Vardas407      Pavarde407     2     2     5     7     7     7     7     6     4     7     8     7     7     6     4     2     
Vardas408      Pavarde408     3     3     1     10    9     7     10    8     4     9     2     3     2     6     9     4     
Vardas409      Pavarde409     9     10    9     8     4     8     1     7     9     4     7     1     4     10    7     1     
Vardas410      Pavarde410     5     7     5     1     9     7     8     4     3     3     4     2     5     1     7     7     
Vardas411      Pavarde411     2     2     1     4     8     2     2     1     6     1     3     1     1     3     10    5     
Vardas412      Pavarde412     10    10    6     6     10    3     8     6     5     7     8     1     10    5     8     4     
Vardas413      Pavarde413     10    8     1     8     8     9     2     8     8     3     7     10    8     10    6     9     
Vardas414      Pavarde414     3     6     8     2     7     1     1     8     10    8     8     8     6     4     9     9     
Vardas415      Pavarde415     4     8     6     7     8     9     4     8     4     9     10    3     1     7     4     5     
Vardas416      Pavarde416     2     5     6     2     2     1     2     3     9     8     7     2     3     3     4     1     
Vardas417      Pavarde417     2     10    7     7     4     8     6     7     2     2     1     6     1     10    8     8     
Vardas418      Pavarde418     8     1     10    4     9     6     6     4     10    4     3     2     2     1     3     9     
Vardas419      Pavarde419     1     8     5     8     6     7     3     10    5     6     1     9     6     7     8     3     
Vardas420      Pavarde420     7     7     9     1     2     8     8     1     8     4     6     4     3     10    9     7     
Vardas421      Pavarde421     9     9     3     5     10    7     9     8     5     5     5     10    3     3     1     9     
Vardas422      Pavarde422     6     7     9     6     5     9     3     7     2     10    6     7     1     10    5     7     
Vardas423      Pavarde423     4     6     9     5     6     1     7     6     4     1     5     10    5     6     5     10    
Vardas424      Pavarde424     9     1     8     3     6     4     3     3     10    9     9     7     10    7     3     4     
Vardas425      Pavarde425     8     9     2     1     2     7     2     6     8     7     4     9     6     2     5     10    
Vardas426      Pavarde426     6     6     1     6     5     5     9     9     4     9     2     1     10    1     9     5     
Vardas427      Pavarde427     5     10    2     4     5     3     9     10    5     7     7     7     6     8     8     1     
Vardas428      Pavarde428     9     5     5     5     3     7     3     6     6     3     10    10    5     4     10    9     
Vardas429      Pavarde429     7     10    2     2     3     6     5     7     3     9     9     4     3     1     3     5     
Vardas430      Pavarde430     6     4     2     7     6     4     4     3     4     3     10    6     5     10    6     9     
Vardas431      Pavarde431     2     3     4     3     5     9     6     2     2     3     5     1     7     5     7     4     
Vardas432      Pavarde432     4     5     8     8     5     10    2     6     9     3     10    8     2     1     2     7     
Vardas433      Pavarde433     6     9     7     10    6     9     1     2     4     7     5     4     1     2     1     9     
Vardas434      Pavarde434     9     7     10    8     1     10    2     6     2     2     1     3     6     5     9     1     
Vardas435      Pavarde435     2     3     10    6     6     10    8     7     2     6     1     1     8     4     8     5     
Vardas436      Pavarde436     10    2     6     4     2     2     7     4     9     8     2     3     2     10    6     6     
Vardas437      Pavarde437     4     7     5     1     3     4     4     9     8     5     4     10    6     9     2     7     
Vardas438      Pavarde438     3     6     1     1     6     6     9     10    3     9     8     2     6     5     4     1     
Vardas439      Pavarde439     9     5     3     2     9     3     3     4     4     9     6     8     8     7     2     7     
Vardas440      Pavarde440     7     7     8     5     4     1     3     6     6     3     6     9     2     1     2     4     
Vardas441      Pavarde441     2     8     6     5     8     7     2     9     4     6     10    10    4     8     7     5     
Vardas442      Pavarde442     8     10    2     2     1     2     3     7     10    9     6     5     8     4     9     4     
Vardas443      Pavarde443     4     4     5     5     5     4     4     5     8     2     1     7     4     2     8     8     
Vardas444      Pavarde444     2     2     4     5     9     8     4     10    1     6     7     1     2     2     8     2     
Vardas445      Pavarde445     2     4     10    3     2     2     1     7     8     2     8     5     2     9     2     5     
Vardas446      Pavarde446     8     9     7     6     7     3     10    6     8     6     5     4     4     6     9     4     
Vardas447      Pavarde447     10    6     10    5     3     7     6     2     6     8     4     6     6     9     6     7     
Vardas448      Pavarde448     2     9     2     9     3     3     8     6     7     7     5     2     4     6     5     7     
Vardas449      Pavarde449     3     2     10    2     2     7     9     8     7     2     10    5     5     3     9     7     
Vardas450      Pavarde450     7     2     7     10    1     10    3     10    7     8     7     5     8     6     10    2     
Vardas451      Pavarde451     2     9     1     5     5     7     1     8     5     5     2     1     3     2     10    1     
Vardas452      Pavarde452     5     1     1     6     5     6     3     10    10    1     2     2     7     2     8     1     
Vardas453      Pavarde453     3     9     4     1     6     6     2     9     8     5     9     9     9     2     1     9     
Vardas454      Pavarde454     1     7     5     6     3     2     4     5     3     8     3     6     9     1     10    10    
Vardas455      Pavarde455     1     4     6     4     9     3     7     4     5     9     9     3     10    9     1     6     
Vardas456      Pavarde456     9     9     2     10    9     6     9     2     4     6     4     7     10    2     9     8     
Vardas457      Pavarde457     10    5     2     8     2     6     7     7     7     9     9     3     2     8     2     3     
Vardas458      Pavarde458     7     6     1     4     4     8     10    3     5     1     7     2     2     9     5     6     
Vardas459      Pavarde459     10    1     6     8     7     5     7     3     5     9     1     3     1     1     6     10    
Vardas460      Pavarde460     1     5     3     6     6     4     6     7     3     3     7     2     3     4     5     9     
Vardas461      Pavarde461     9     7     7     5     9     5     10    4     4     2     4     3     7     2     6     8     
Vardas462      Pavarde462     5     7     5     5     8     3     8     7     3     3     4     5     7     3     9     3     
Vardas463      Pavarde463     8     3     8     1     2     9     4     4     8     6     7     5     10    2     9     9     
Vardas464      Pavarde464     10    1     1     1     5     9     5     7     1     2     1     8     8     1     7     3     
Vardas465      Pavarde465     9     3     6     9     1     6     2     1     3     5     8     4     3     9     3     4     
Vardas466      Pavarde466     6     10    2     6     1     6     8     7     6     8     1     10    1     2     10    4     
Vardas467      Pavarde467     7     7     6     2     9     6     4     2     8     2     10    7     9     1     1     6     
Vardas468      Pavarde468     2     10    8     5     2     8     8     6     2     9     1     9     1     2     9     8     
Vardas469      Pavarde469     9     3     1     8     2     7     3     3     3     5     1     9     2     5     3     1     
Vardas470      Pavarde470     2     5     2     1     6     5     6     1     7     1     10    4     10    9     5     10    
Vardas471      Pavarde471     9     8     2     8     4     3     1     4     9     10    8     8     3     5     6     2     
Vardas472      Pavarde472     5     2     10    6     5     6     3     7     7     8     3     7     5     7     5     2     
Vardas473      Pavarde473     8     2     5     5     6     2     5     2     9     10    1     5     8     6     4     8     
Vardas474      Pavarde474     9     9     5     8     10    4     1     3     2     1     9     7     2     3     9     9     
Vardas475      Pavarde475     7     5     3     3     4     8     8     10    7     6     5     4     5     2     8     8     
Vardas476      Pavarde476     8     2     10    8     8     10    5     3     8     5     7     7     9     8     9     6     
Vardas477      Pavarde477     5     3     3     5     3     1     4     6     1     2     9     2     8     1     7     8     
Vardas478      Pavarde478     3     4     7     8     3     4     2     1     1     6     7     3     6     1     8     5     
Vardas479      Pavarde479     9     9     6     8     1     1     2     2     6     8     8     10    9     6     8     10    
Vardas480      Pavarde480     8     9     5     4     4     10    1     4     3     8     8     4     4     4     6     6     
Vardas481      Pavarde481     1     8     9     8     7     4     8     5     4     8     7     10    4     5     2     7     
Vardas482      Pavarde482     8     9     4     2     1     9     5     7     8     9     5     8     5     9     10    6     
Vardas483      Pavarde483     8     8     9     3     5     1     5     1     2     4     2     7     10    1     7     6     
Vardas484      Pavarde484     1     5     5     7     2     5     1     9     5     8     5     8     6     5     9     3     
Vardas485      Pavarde485     10    3     1     2     1     3     9     8     4     8     4     9     9     6     2     7     
Vardas486      Pavarde486     8     4     2     9     9     10    2     10    10    8     5     1     2     6     10    7     
Vardas487      Pavarde487     5     7     2     10    7     5     3     10    7     4     3     9     8     2     9     3     
Vardas488      Pavarde488     7     4     6     7     2     7     9     6     5     9     4     5     1     4     10    4     
Vardas489      Pavarde489     7     10    1     10    2     9     10    6     1     9     6     8     4     8     2     7     
Vardas490      Pavarde490     2     5     10    10    10    10    8     3     6     3     1     5     10    10    3     7     
Vardas491      Pavarde491     4     3     8     2     6     1     9     9     6     2     9     4     9     2     8     1     
Vardas492      Pavarde492     3     7     2     1     3     2     4     1     1     2     4     6     2     8     4     9     
Vardas493      Pavarde493     4     9     8     6     6     4     3     5     1     10    3     8     9     2     6     10    
Vardas494      Pavarde494     10    8     2     6     10    9     1     4     2     7     8     6     8     10    7     10    
Vardas495      Pavarde495     3     10    10    10    5     1     10    4     6     7     3     1     7     4     3     3     
Vardas496      Pavarde496     8     7     7     10    10    5     7     5     5     1     9     6     5     1     5     4     
Vardas497      Pavarde497     7     8     5     5     1     7     9     8     10    10    3     5     2     9     10    2     
Vardas498      Pavarde498     3     5     7     6     1     3     9     7     9     5     10    3     3     2     8     3     
Vardas499      Pavarde499     5     6     2     5     2     10    8     2     9     3     4     5     4     6     1     10    
Vardas500      Pavarde500     7     4     5     6     7     1     6     5     2     7     9     7     5     9     9     3     
Vardas501      Pavarde501     9     6     10    10    6     10    2     2     6     10    4     6     10    1     8     5     
Vardas502      Pavarde502     9     2     8     8     10    3     4     7     4     3     4     5     5     6     5     10    
Vardas503      Pavarde503     1     4     4     6     9     7     7     10    9     10    6     2     6     8     10    8     
Vardas504      Pavarde504     7     2     1     1     4     4     8     10    7     3     9     6     5     7     5     10    
Vardas505      Pavarde505     3     1     4     2     9     5     10    7     6     7     8     1     2     2     9     8     
Vardas506      Pavarde506     2     4     7     8     8     9     10    10    5     5     5     6     5     7     8     9     
Vardas507      Pavarde507     3     3     3     10    4     2     4     2     3     9     5     4     4     5     6     5     
Vardas508      Pavarde508     1     10    7     1     8     9     5     3     4     10    10    1     3     2     10    5     
Vardas509      Pavarde509     7     1     5     10    9     2     9     1     6     2     8     8     8     9     2     4     
Vardas510      Pavarde510     10    1     4     1     3     6     7     3     8     8     2     6     7     6     8     8     
Vardas511      Pavarde511     1     5     8     4     2     3     2     9     4     1     10    2     4     3     1     5     
Vardas512      Pavarde512     10    3     7     7     3     10    5     9     1     5     5     10    1     6     7     6     
Vardas513      Pavarde513     8     5     9     7     3     3     9     4     4     9     4     10    8     9     7     7     
Vardas514      Pavarde514     1     5     10    2     5     7     2     9     8     5     8     4     5     10    10    9     
Vardas515      Pavarde515     9     8     3     2     10    7     3     3     8     8     2     9     7     7     3     3     
Vardas516      Pavarde516     6     1     8     10    9     3     6     9     3     7     4     4     6     9     2     4     
Vardas517      Pavarde517     6     10    2     4     9     6     2     7     7     2     7     4     7     8     7     2     
Vardas518      Pavarde518     9     5     1     5     1     9     3     6     5     2     2     4     8     5     2     2     
Vardas519      Pavarde519     6     6     2     3     10    5     5     6     7     3     9     5     7     6     2     8     
Vardas520      Pavarde520     5     8     3     4     2     3     8     9     5     10    1     8     10    4     3     4     
Vardas521      Pavarde521     3     4     6     7     1     6     9     9     2     6     6     1     2     3     7     7     
Vardas522      Pavarde522     1     6     4     6     6     1     1     8     5     5     1     2     1     1     6     2     
Vardas523      Pavarde523     5     8     8     3     1     5     9     1     10    4     7     4     10    10    4     5     
Vardas524      Pavarde524     8     5     4     6     4     5     1     10    5     5     6     10    1     6     8     8     
Vardas525      Pavarde525     2     7     9     2     6     1     4     6     5     1     5     9     9     10    1     2     
Vardas526      Pavarde526     1     4     2     2     3     10    1     4     2     7     7     6     4     4     3     3     
Vardas527      Pavarde527     7     7     10    6     5     5     6     7     6     5     3     1     10    9     6     4     
Vardas528      Pavarde528     6     3     7     10    9     2     8     6     8     9     6     2     3     9     2     4     
Vardas529      Pavarde529     8     4     4     8     3     6     6     3     5     8     4     10    2     7     5     6     
Vardas530      Pavarde530     6     4     6     6     3     3     3     3     4     5     10    10    3     5     4     6     
Vardas531      Pavarde531     2     10    8     3     2     2     10    10    3     6     4     2     5     9     7     9     
Vardas532      Pavarde532     3     6     7     6     8     9     7     9     8     8     8     1     10    3     6     1     
Vardas533      Pavarde533     6     8     7     3     6     5     1     5     9     4     3     10    10    1     4     4     
Vardas534      Pavarde534     6     9     1     4     7     8     3     7     1     1     9     10    7     1     1     1     
Vardas535      Pavarde535     2     1     6     7     1     7     5     8     5     9     2     3     5     5     3     3     
Vardas536      Pavarde536     3     4     7     4     3     1     2     4     3     10    8     4     8     9     4     6     
Vardas537      Pavarde537     6     3     7     10    9     6     5     2     2     7     1     4     8     7     4     8     
Vardas538      Pavarde538     3     3     4     2     2     1     10    6     2     5     2     5     9     6     6     10    
Vardas539      Pavarde539     2     8     5     4     5     8     10    4     5     6     5     6     1     10    5     6     
Vardas540      Pavarde540     7     8     9     6     5     5     10    2     8     3     7     1     10    4     1     9     
Vardas541      Pavarde541     6     2     4     4     5     7     8     2     3     9     3     5     10    1     9     4     
Vardas542      Pavarde542     7     2     9     5     8     9     5     10    1     8     2     3     1     3     10    5     
Vardas543      Pavarde543     8     4     2     5     5     1     4     9     9     6     10    1     5     8     3     5     
Vardas544      Pavarde544     8     5     9     8     5     3     4     5     10    4     5     8     2     4     9     8     
Vardas545      Pavarde545     6     5     6     7     4     10    4     9     7     5     1     9     6     3     5     8     
Vardas546      Pavarde546     6     10    7     6     5     10    2     4     3     9     6     9     8     6     2     4     
Vardas547      Pavarde547     5     7     3     2     9     9     5     9     4     3     2     4     4     4     3     7     
Vardas548      Pavarde548     10    1     2     9     9     4     4     2     9     4     6     8     1     5     6     2     
Vardas549      Pavarde549     5     10    9     5     3     5     9     8     4     6     2     1     1     8     4     4     
Vardas550      Pavarde550     4     10    9     3     4     3     3     1     9     8     6     4     8     7     6     3     
Vardas551      Pavarde551     2     2     8     3     7     7     1     10    9     7     5     4     8     1     8     8     
Vardas552      Pavarde552     3     10    1     3     1     6     10    9     1     5     3     4     8     10    10    10    
Vardas553      Pavarde553     2     6     7     9     3     5     4     10    7     10    7     3     10    1     4     10    
Vardas554      Pavarde554     6     9     9     10    10    3     10    10    3     5     8     4     9     2     2     9     
Vardas555      Pavarde555     5     6     4     3     1     5     7     7     4     9     9     2     3     5     5     8     
Vardas556      Pavarde556     10    7     8     5     1     9     3     2     3     10    9     9     1     5     9     10    
Vardas557      Pavarde557     5     10    6     7     7     8     1     4     8     7     8     3     7     1     10    5     
Vardas558      Pavarde558     8     9     5     4     3     8     8     3     1     1     7     5     8     7     1     6     
Vardas559      Pavarde559     8     3     9     3     4     1     8     1     9     10    7     4     5     6     4     3     
Vardas560      Pavarde560     8     1     4     3     4     6     6     5     4     4     3     6     2     7     3     10    
Vardas561      Pavarde561     4     4     1     9     8     7     3     8     10    6     9     4     2     1     6     9     
Vardas562      Pavarde562     5     7     2     8     6     4     2     8     2     5     8     5     10    2     5     2     
Vardas563      Pavarde563     10    9     2     5     1     4     4     4     1     2     8     8     2     5     1     2     
Vardas564      Pavarde564     3     2     3     5     7     2     5     10    10    3     8     10    10    1     1     3     
Vardas565      Pavarde565     6     8     6     3     9     2     8     4     1     4     6     1     10    4     7     2     
Vardas566      Pavarde566     1     6     8     8     5     2     3     10    2     10    5     7     8     4     7     4     
Vardas567      Pavarde567     6     8     10    7     6     1     3     8     5     10    5     1     2     8     5     10    
Vardas568      Pavarde568     3     8     9     1     8     1     7     1     7     7     9     2     6     2     1     1     
Vardas569      Pavarde569     4     1     9     9     5     5     2     9     9     1     2     1     6     9     8     5     
Vardas570      Pavarde570     5     10    8     10    8     4     3     3     3     9     2     10    1     1     4     7     
Vardas571      Pavarde571     4     1     9     7     10    4     10    6     5     8     1     9     4     7     1     6     
Vardas572      Pavarde572     9     6     7     5     2     10    4     1     1     5     5     8     6     5     1     9     
Vardas573      Pavarde573     2     10    5     3     6     8     7     3     1     5     8     2     8     10    5     9     
Vardas574      Pavarde574     6     3     3     7     8     3     6     6     9     1     4     6     6     1     9     5     
Vardas575      Pavarde575     8     7     9     9     1     7     8     7     3     4     1     1     8     2     7     6     
Vardas576      Pavarde576     4     9     10    7     8     1     6     10    8     9     10    1     4     5     4     2     
Vardas577      Pavarde577     3     4     7     10    6     1     3     7     4     5     8     4     10    10    2     2     
Vardas578      Pavarde578     3     3     2     8     4     2     5     10    4     9     8     6     2     3     7     9     
Vardas579      Pavarde579     7     9     6     1     9     3     1     5     8     6     2     4     10    7     3     10    
Vardas580      Pavarde580     10    1     4     2     8     2     6     4     10    1     5     1     6     1     3     10    
Vardas581      Pavarde581     1     3     1     2     8     2     2     7     5     3     9     1     9     5     3     4     
Vardas582      Pavarde582     1     1     10    5     10    10    4     7     10    9     6     1     3     4     3     10    
Vardas583      Pavarde583     5     5     2     10    9     7     3     10    1     4     6     2     1     6     6     3     
Vardas584      Pavarde584     9     10    9     2     4     4     9     6     8     9     4     6     7     3     10    9     
Vardas585      Pavarde585     2     1     4     6     7     8     5     5     10    3     10    6     2     1     7     4     
Vardas586      Pavarde586     7     2     4     4     2     4     8     5     10    5     4     9     10    2     4     8     
Vardas587      Pavarde587     10    7     7     10    8     9     1     7     10    4     3     7     10    6     1     5     
Vardas588      Pavarde588     4     3     7     2     10    6     4     9     4     9     7     7     2     9     2     2     
Vardas589      Pavarde589     10    8     1     3     1     3     6     1     7     7     5     4     3     9     3     5     
Vardas590      Pavarde590     1     10    3     2     5     1     6     5     10    2     4     4     7     4     6     7     
Vardas591      Pavarde591     10    6     9     9     9     9     8     5     5     3     6     2     3     7     6     1     
Vardas592      Pavarde592     10    7     2     2     5     9     3     5     8     7     9     7     6     4     1     4     
Vardas593      Pavarde593     3     5     6     7     8     6     6     1     10    1     10    3     2     2     4     5     
Vardas594      Pavarde594     4     4     9     2     10    8     2     10    9     7     5     7     4     9     5     5     
Vardas595      Pavarde595     7     2     7     4     8     4     6     6     5     3     6     6     3     8     1     10    
Vardas596      Pavarde596     7     8     6     6     2     1     6     9     1     4     9     10    1     7     3     7     
Vardas597      Pavarde597     3     7     7     4     7     1     7     7     4     9     8     2     10    8     6     4     
Vardas598      Pavarde598     5     2     4     10    3     5     2     8     6     4     10    6     6     7     8     7     
Vardas599      Pavarde599     1     8     4     2     1     1     3     2     1     8     1     5     3     8     3     6     
Vardas600      Pavarde600     8     6     8     6     2     2     1     9     2     6     1     2     7     8     8     7     
Vardas601      Pavarde601     9     2     4     7     6     4     1     8     8     4     9     1     8     1     1     1     
Vardas602      Pavarde602     6     2     9     10    10    4     7     1     7     8     4     5     6     10    2     10    
Vardas603      Pavarde603     7     1     4     7     2     10    10    8     9     7     6     7     7     5     7     1     
