Vardas         Pavarde                 Galutinis (Vid.)    Galutinis (Med.)
Vardas3597     Pavarde3597                         6.55                6.60
Vardas3598     Pavarde3598                         7.95                8.40
Vardas36       Pavarde36                           8.12                8.20
Vardas360      Pavarde360                          8.12                8.20
Vardas3601     Pavarde3601                         8.43                8.40
Vardas3602     Pavarde3602                         6.36                6.20
Vardas3604     Pavarde3604                         7.95                7.60
Vardas3606     Pavarde3606                         7.07                7.20
Vardas3607     Pavarde3607                         5.37                5.40
Vardas3609     Pavarde3609                         6.55                6.20
Vardas361      Pavarde361                          5.28                5.20
Vardas3611     Pavarde3611                         7.59                7.80
Vardas3613     Pavarde3613                         5.83                5.40
Vardas3616     Pavarde3616                         8.37                8.40
Vardas362      Pavarde362                          7.51                7.80
Vardas3620     Pavarde3620                         7.12                6.80
Vardas3621     Pavarde3621                         5.03                4.60
Vardas3622     Pavarde3622                         7.89                7.60
Vardas3623     Pavarde3623                         5.24                5.00
Vardas3624     Pavarde3624                         5.29                5.00
Vardas3625     Pavarde3625                         5.80                5.40
Vardas3627     Pavarde3627                         7.35                7.00
Vardas3629     Pavarde3629                         6.33                5.80
Vardas363      Pavarde363                          7.85                7.80
Vardas3630     Pavarde3630                         6.28                6.20
Vardas3631     Pavarde3631                         5.32                5.40
Vardas3632     Pavarde3632                         6.19                6.40
Vardas3635     Pavarde3635                         5.65                6.00
Vardas3638     Pavarde3638                         7.75                8.20
Vardas3639     Pavarde3639                         7.56                7.40
Vardas3642     Pavarde3642                         5.03                5.00
Vardas3643     Pavarde3643                         5.84                5.60
Vardas3646     Pavarde3646                         7.97                8.00
Vardas3648     Pavarde3648                         7.80                7.80
Vardas3649     Pavarde3649                         8.27                8.40
Vardas3651     Pavarde3651                         6.39                6.20
Vardas3652     Pavarde3652                         5.99                5.80
Vardas3653     Pavarde3653                         6.88                7.20
Vardas3654     Pavarde3654                         8.13                8.00
Vardas3657     Pavarde3657                         7.89                8.40
Vardas366      Pavarde366                          6.68                7.00
Vardas3660     Pavarde3660                         6.17                5.80
Vardas3663     Pavarde3663                         5.52                5.20
Vardas3664     Pavarde3664                         8.13                8.40
Vardas3665     Pavarde3665                         8.29                8.40
Vardas3666     Pavarde3666                         7.04                7.20
Vardas3667     Pavarde3667                         5.01                5.60
Vardas3668     Pavarde3668                         7.88                8.20
Vardas3672     Pavarde3672                         5.35                5.40
Vardas3673     Pavarde3673                         6.81                7.40
Vardas3675     Pavarde3675                         8.45                8.40
Vardas3677     Pavarde3677                         7.35                7.00
Vardas3679     Pavarde3679                         6.96                6.80
Vardas3682     Pavarde3682                         8.32                8.80
Vardas3684     Pavarde3684                         6.91                6.80
Vardas3685     Pavarde3685                         5.76                5.60
Vardas3686     Pavarde3686                         5.73                6.00
Vardas3687     Pavarde3687                         7.83                7.80
Vardas3689     Pavarde3689                         6.16                6.40
Vardas369      Pavarde369                          7.15                6.80
Vardas3690     Pavarde3690                         5.21                5.00
Vardas3695     Pavarde3695                         6.11                6.40
Vardas3697     Pavarde3697                         7.83                7.80
Vardas3698     Pavarde3698                         8.00                8.00
Vardas3699     Pavarde3699                         7.15                6.80
Vardas37       Pavarde37                           5.89                6.00
Vardas3700     Pavarde3700                         6.08                6.00
Vardas3701     Pavarde3701                         8.12                8.60
Vardas3708     Pavarde3708                         6.35                6.00
Vardas3709     Pavarde3709                         6.88                6.40
Vardas3710     Pavarde3710                         6.23                6.20
Vardas3711     Pavarde3711                         5.68                5.20
Vardas3713     Pavarde3713                         8.13                8.40
Vardas3714     Pavarde3714                         5.49                5.60
Vardas3715     Pavarde3715                         6.31                6.20
Vardas3716     Pavarde3716                         8.59                8.80
Vardas3717     Pavarde3717                         6.09                6.20
Vardas3718     Pavarde3718                         6.60                6.60
Vardas3720     Pavarde3720                         7.27                7.00
Vardas3721     Pavarde3721                         7.96                8.20
Vardas3722     Pavarde3722                         8.05                8.40
Vardas3725     Pavarde3725                         8.00                8.00
Vardas3727     Pavarde3727                         5.68                6.00
Vardas3729     Pavarde3729                         8.27                8.00
Vardas373      Pavarde373                          5.11                5.00
Vardas3730     Pavarde3730                         6.00                6.00
Vardas3731     Pavarde3731                         5.68                5.20
Vardas3732     Pavarde3732                         5.39                5.60
Vardas3733     Pavarde3733                         5.76                6.00
Vardas374      Pavarde374                          5.51                5.40
Vardas3741     Pavarde3741                         5.73                6.00
Vardas3742     Pavarde3742                         5.24                5.40
Vardas3743     Pavarde3743                         7.09                7.60
Vardas3744     Pavarde3744                         6.15                6.20
Vardas3745     Pavarde3745                         6.49                6.60
Vardas375      Pavarde375                          6.07                6.20
Vardas3751     Pavarde3751                         8.04                8.20
Vardas3754     Pavarde3754                         5.65                5.20
Vardas3755     Pavarde3755                         5.13                5.00
Vardas3756     Pavarde3756                         6.37                5.60
Vardas3758     Pavarde3758                         8.21                8.00
Vardas376      Pavarde376                          5.63                6.00
Vardas3760     Pavarde3760                         6.72                6.80
Vardas3763     Pavarde3763                         8.19                8.40
Vardas3764     Pavarde3764                         6.57                6.60
Vardas3766     Pavarde3766                         6.91                6.80
Vardas3769     Pavarde3769                         5.07                5.20
Vardas377      Pavarde377                          6.75                6.00
Vardas3770     Pavarde3770                         7.31                7.20
Vardas3773     Pavarde3773                         6.55                6.60
Vardas3774     Pavarde3774                         5.45                5.40
Vardas3775     Pavarde3775                         5.95                6.40
Vardas3776     Pavarde3776                         7.99                8.60
Vardas3777     Pavarde3777                         8.11                8.00
Vardas3778     Pavarde3778                         6.39                6.20
Vardas3779     Pavarde3779                         6.15                5.80
Vardas3782     Pavarde3782                         5.27                5.00
Vardas3783     Pavarde3783                         5.71                5.60
Vardas3784     Pavarde3784                         5.80                5.00
Vardas3785     Pavarde3785                         5.29                5.40
Vardas3788     Pavarde3788                         7.80                7.80
Vardas3790     Pavarde3790                         5.76                6.40
Vardas3792     Pavarde3792                         6.73                7.00
Vardas3794     Pavarde3794                         7.43                7.80
Vardas3795     Pavarde3795                         8.37                8.80
Vardas3798     Pavarde3798                         7.61                7.80
Vardas3799     Pavarde3799                         5.73                5.20
Vardas38       Pavarde38                           5.65                6.00
Vardas380      Pavarde380                          7.23                7.20
Vardas3800     Pavarde3800                         7.68                7.20
Vardas3801     Pavarde3801                         5.73                5.60
Vardas3803     Pavarde3803                         6.77                6.00
Vardas3804     Pavarde3804                         6.89                7.40
Vardas3805     Pavarde3805                         6.75                6.80
Vardas3806     Pavarde3806                         7.41                8.00
Vardas3807     Pavarde3807                         5.57                5.60
Vardas3808     Pavarde3808                         5.55                6.00
Vardas381      Pavarde381                          6.49                6.60
Vardas3812     Pavarde3812                         8.56                8.40
Vardas3814     Pavarde3814                         8.88                9.20
Vardas3815     Pavarde3815                         7.01                7.20
Vardas3816     Pavarde3816                         6.55                6.60
Vardas3817     Pavarde3817                         7.12                7.20
Vardas3819     Pavarde3819                         7.75                7.80
Vardas3821     Pavarde3821                         6.04                5.80
Vardas3822     Pavarde3822                         6.12                5.80
Vardas3823     Pavarde3823                         6.64                6.00
Vardas3825     Pavarde3825                         8.00                8.00
Vardas3827     Pavarde3827                         5.47                5.20
Vardas3828     Pavarde3828                         5.55                5.60
Vardas3829     Pavarde3829                         7.07                7.60
Vardas3831     Pavarde3831                         8.11                8.00
Vardas3832     Pavarde3832                         7.35                6.60
Vardas3834     Pavarde3834                         7.69                8.20
Vardas384      Pavarde384                          6.88                6.80
Vardas3840     Pavarde3840                         7.11                7.00
Vardas3841     Pavarde3841                         7.97                8.40
Vardas3845     Pavarde3845                         6.81                6.60
Vardas3847     Pavarde3847                         5.20                5.20
Vardas3848     Pavarde3848                         7.17                7.60
Vardas385      Pavarde385                          5.07                5.20
Vardas3850     Pavarde3850                         5.16                5.00
Vardas3853     Pavarde3853                         8.21                8.80
Vardas3854     Pavarde3854                         7.67                7.80
Vardas3858     Pavarde3858                         6.00                6.00
Vardas3859     Pavarde3859                         5.89                6.00
Vardas3860     Pavarde3860                         6.15                5.80
Vardas3861     Pavarde3861                         7.29                6.60
Vardas3862     Pavarde3862                         5.35                5.40
Vardas3863     Pavarde3863                         6.05                6.40
Vardas3866     Pavarde3866                         5.48                5.80
Vardas3867     Pavarde3867                         5.51                6.20
Vardas3868     Pavarde3868                         7.91                8.20
Vardas387      Pavarde387                          6.15                5.80
Vardas3872     Pavarde3872                         6.28                6.20
Vardas3873     Pavarde3873                         5.63                5.60
Vardas3874     Pavarde3874                         5.84                6.00
Vardas3875     Pavarde3875                         7.31                7.60
Vardas3877     Pavarde3877                         5.44                5.20
Vardas3878     Pavarde3878                         6.51                6.00
Vardas388      Pavarde388                          7.28                7.60
Vardas3880     Pavarde3880                         5.43                5.40
Vardas3882     Pavarde3882                         5.79                5.60
Vardas3883     Pavarde3883                         6.88                6.80
Vardas3884     Pavarde3884                         5.61                5.80
Vardas3885     Pavarde3885                         6.83                6.80
Vardas3886     Pavarde3886                         5.57                5.20
Vardas3887     Pavarde3887                         7.84                8.00
Vardas3888     Pavarde3888                         5.11                5.00
Vardas389      Pavarde389                          5.03                4.60
Vardas3892     Pavarde3892                         5.92                6.00
Vardas3893     Pavarde3893                         7.12                7.20
Vardas3894     Pavarde3894                         7.20                7.20
Vardas3896     Pavarde3896                         6.35                6.80
Vardas3898     Pavarde3898                         5.87                6.00
Vardas3899     Pavarde3899                         5.45                5.80
Vardas39       Pavarde39                           6.91                7.20
Vardas390      Pavarde390                          7.17                7.20
Vardas3901     Pavarde3901                         7.40                7.40
Vardas3903     Pavarde3903                         5.19                5.40
Vardas3905     Pavarde3905                         7.35                7.00
Vardas3906     Pavarde3906                         6.80                7.20
Vardas3907     Pavarde3907                         5.60                5.60
Vardas3908     Pavarde3908                         7.60                8.00
Vardas3909     Pavarde3909                         7.08                6.60
Vardas3910     Pavarde3910                         7.40                7.00
Vardas3911     Pavarde3911                         5.84                6.00
Vardas3913     Pavarde3913                         7.03                7.40
Vardas3914     Pavarde3914                         7.76                7.60
Vardas3915     Pavarde3915                         5.73                6.00
Vardas3919     Pavarde3919                         5.29                5.40
Vardas392      Pavarde392                          8.21                8.40
Vardas3920     Pavarde3920                         5.40                5.40
Vardas3921     Pavarde3921                         7.64                7.80
Vardas3923     Pavarde3923                         5.48                5.80
Vardas3924     Pavarde3924                         8.21                8.40
Vardas3925     Pavarde3925                         6.36                6.60
Vardas3926     Pavarde3926                         8.32                8.40
Vardas3928     Pavarde3928                         5.65                5.20
Vardas393      Pavarde393                          7.83                8.20
Vardas3931     Pavarde3931                         5.08                5.40
Vardas3932     Pavarde3932                         5.28                4.80
Vardas3934     Pavarde3934                         5.43                5.80
Vardas3935     Pavarde3935                         5.16                5.00
Vardas3937     Pavarde3937                         8.13                8.40
Vardas3938     Pavarde3938                         6.17                6.20
Vardas3940     Pavarde3940                         6.25                6.20
Vardas3941     Pavarde3941                         5.37                5.40
Vardas3942     Pavarde3942                         6.20                5.80
Vardas3944     Pavarde3944                         6.19                6.00
Vardas3947     Pavarde3947                         6.80                6.40
Vardas3948     Pavarde3948                         5.63                5.60
Vardas395      Pavarde395                          5.43                5.80
Vardas3950     Pavarde3950                         5.20                4.80
Vardas3951     Pavarde3951                         7.51                7.40
Vardas3952     Pavarde3952                         7.33                7.20
Vardas3953     Pavarde3953                         5.65                5.60
Vardas3959     Pavarde3959                         5.65                5.60
Vardas396      Pavarde396                          5.49                5.60
Vardas3960     Pavarde3960                         7.53                7.40
Vardas3961     Pavarde3961                         7.43                7.00
Vardas3962     Pavarde3962                         6.47                6.60
Vardas3967     Pavarde3967                         6.39                6.20
Vardas3968     Pavarde3968                         7.24                7.00
Vardas3969     Pavarde3969                         7.45                7.40
Vardas397      Pavarde397                          7.89                7.60
Vardas3970     Pavarde3970                         6.17                5.80
Vardas3972     Pavarde3972                         5.45                6.20
Vardas3973     Pavarde3973                         5.47                5.60
Vardas3974     Pavarde3974                         7.31                7.20
Vardas3976     Pavarde3976                         7.23                7.20
Vardas3980     Pavarde3980                         5.56                5.80
Vardas3981     Pavarde3981                         6.49                7.00
Vardas3982     Pavarde3982                         6.57                6.60
Vardas3985     Pavarde3985                         7.23                7.60
Vardas3987     Pavarde3987                         5.03                5.00
Vardas3989     Pavarde3989                         7.96                7.80
Vardas399      Pavarde399                          7.60                7.60
Vardas3990     Pavarde3990                         6.39                6.60
Vardas3991     Pavarde3991                         7.01                6.80
Vardas3993     Pavarde3993                         8.37                8.40
Vardas3994     Pavarde3994                         7.27                7.40
Vardas3995     Pavarde3995                         5.59                5.40
Vardas3997     Pavarde3997                         7.80                7.80
Vardas3998     Pavarde3998                         8.37                8.40
Vardas4        Pavarde4                            5.00                5.00
Vardas4000     Pavarde4000                         7.92                7.60
Vardas4002     Pavarde4002                         5.04                5.60
Vardas4004     Pavarde4004                         5.20                4.80
Vardas4005     Pavarde4005                         7.43                7.00
Vardas4006     Pavarde4006                         5.84                6.00
Vardas4009     Pavarde4009                         6.25                6.20
Vardas4010     Pavarde4010                         7.53                7.40
Vardas4011     Pavarde4011                         6.43                6.40
Vardas4012     Pavarde4012                         7.23                7.20
Vardas4013     Pavarde4013                         8.64                8.40
Vardas4014     Pavarde4014                         6.39                6.20
Vardas402      Pavarde402                          7.07                7.20
Vardas4020     Pavarde4020                         6.00                6.00
Vardas4025     Pavarde4025                         6.36                6.60
Vardas4026     Pavarde4026                         6.15                6.20
Vardas4027     Pavarde4027                         7.37                7.00
Vardas4028     Pavarde4028                         6.99                7.20
Vardas4029     Pavarde4029                         6.72                6.00
Vardas403      Pavarde403                          8.27                8.40
Vardas4032     Pavarde4032                         7.56                7.80
Vardas4033     Pavarde4033                         6.33                6.20
Vardas4034     Pavarde4034                         8.03                8.00
Vardas4036     Pavarde4036                         6.91                6.80
Vardas4037     Pavarde4037                         5.87                5.60
Vardas4038     Pavarde4038                         8.13                8.00
Vardas4039     Pavarde4039                         5.67                5.80
Vardas404      Pavarde404                          7.85                7.40
Vardas4040     Pavarde4040                         8.72                9.20
Vardas4041     Pavarde4041                         7.81                7.20
Vardas4042     Pavarde4042                         7.56                7.80
Vardas4043     Pavarde4043                         9.01                8.80
Vardas4045     Pavarde4045                         7.77                7.80
Vardas4047     Pavarde4047                         6.71                7.00
Vardas4048     Pavarde4048                         6.51                6.40
Vardas4049     Pavarde4049                         5.92                6.40
Vardas4050     Pavarde4050                         5.41                5.60
Vardas4051     Pavarde4051                         6.52                6.20
Vardas4053     Pavarde4053                         5.81                6.00
Vardas4054     Pavarde4054                         5.00                5.00
Vardas4056     Pavarde4056                         5.51                5.40
Vardas4057     Pavarde4057                         7.59                7.40
Vardas4058     Pavarde4058                         8.11                8.00
Vardas4059     Pavarde4059                         7.75                7.80
Vardas4060     Pavarde4060                         7.97                8.00
Vardas4061     Pavarde4061                         7.32                7.00
Vardas4062     Pavarde4062                         5.53                5.80
Vardas4063     Pavarde4063                         7.69                7.40
Vardas4065     Pavarde4065                         5.84                5.60
Vardas4066     Pavarde4066                         5.63                5.20
Vardas4068     Pavarde4068                         5.13                5.00
Vardas4069     Pavarde4069                         6.52                6.60
Vardas4070     Pavarde4070                         6.44                6.60
Vardas4072     Pavarde4072                         6.59                6.40
Vardas4074     Pavarde4074                         6.96                6.80
Vardas4076     Pavarde4076                         5.03                4.60
Vardas4078     Pavarde4078                         6.83                6.80
Vardas4079     Pavarde4079                         6.97                7.40
Vardas408      Pavarde408                          7.21                6.60
Vardas4082     Pavarde4082                         5.97                6.00
Vardas4083     Pavarde4083                         5.64                5.40
Vardas4084     Pavarde4084                         7.75                7.40
Vardas4085     Pavarde4085                         6.41                6.60
Vardas4086     Pavarde4086                         8.13                8.00
Vardas4087     Pavarde4087                         7.85                8.60
Vardas4090     Pavarde4090                         7.95                7.20
Vardas4091     Pavarde4091                         6.12                5.80
Vardas4093     Pavarde4093                         9.07                9.20
Vardas4095     Pavarde4095                         7.40                7.40
Vardas410      Pavarde410                          8.72                8.80
Vardas4102     Pavarde4102                         7.53                7.40
Vardas4103     Pavarde4103                         5.45                5.40
Vardas4106     Pavarde4106                         7.95                7.60
Vardas4107     Pavarde4107                         6.91                6.80
Vardas4108     Pavarde4108                         7.83                7.80
Vardas411      Pavarde411                          7.95                7.60
Vardas4110     Pavarde4110                         8.45                8.80
Vardas4111     Pavarde4111                         6.28                6.20
Vardas4114     Pavarde4114                         7.64                7.00
Vardas4116     Pavarde4116                         6.61                6.80
Vardas4117     Pavarde4117                         7.31                7.20
Vardas412      Pavarde412                          6.99                6.80
Vardas4120     Pavarde4120                         8.08                8.00
Vardas4121     Pavarde4121                         5.29                5.40
Vardas4122     Pavarde4122                         5.76                5.60
Vardas4123     Pavarde4123                         5.04                5.60
Vardas4128     Pavarde4128                         5.49                5.60
Vardas4129     Pavarde4129                         8.20                8.60
Vardas413      Pavarde413                          7.04                6.80
Vardas4130     Pavarde4130                         5.19                5.80
Vardas4131     Pavarde4131                         6.39                6.60
Vardas4133     Pavarde4133                         7.67                7.40
Vardas4134     Pavarde4134                         7.53                7.40
Vardas4135     Pavarde4135                         5.24                5.40
Vardas4136     Pavarde4136                         6.93                7.20
Vardas4137     Pavarde4137                         5.00                5.00
Vardas4139     Pavarde4139                         8.01                8.20
Vardas414      Pavarde414                          5.99                5.80
Vardas4140     Pavarde4140                         8.75                8.80
Vardas4142     Pavarde4142                         7.08                6.60
Vardas4143     Pavarde4143                         6.83                6.80
Vardas4144     Pavarde4144                         6.96                6.80
Vardas4145     Pavarde4145                         6.89                7.00
Vardas4149     Pavarde4149                         6.71                6.60
Vardas4150     Pavarde4150                         6.47                6.60
Vardas4154     Pavarde4154                         7.45                7.80
Vardas4155     Pavarde4155                         8.00                7.60
Vardas4156     Pavarde4156                         6.00                6.00
Vardas4157     Pavarde4157                         5.60                5.60
Vardas4158     Pavarde4158                         5.68                6.40
Vardas4159     Pavarde4159                         7.92                8.40
Vardas416      Pavarde416                          6.47                6.60
Vardas4160     Pavarde4160                         6.41                6.20
Vardas4162     Pavarde4162                         6.09                5.80
Vardas4163     Pavarde4163                         7.69                7.40
Vardas4169     Pavarde4169                         7.51                7.40
Vardas4170     Pavarde4170                         7.88                7.80
Vardas4172     Pavarde4172                         5.21                5.40
Vardas4173     Pavarde4173                         5.04                5.20
Vardas4174     Pavarde4174                         6.36                6.60
Vardas4175     Pavarde4175                         5.52                4.80
Vardas4177     Pavarde4177                         8.19                8.40
Vardas4178     Pavarde4178                         5.23                4.80
Vardas4179     Pavarde4179                         6.88                6.40
Vardas418      Pavarde418                          8.67                8.40
Vardas4183     Pavarde4183                         7.08                7.40
Vardas4184     Pavarde4184                         8.37                8.40
Vardas4186     Pavarde4186                         7.69                7.40
Vardas4188     Pavarde4188                         6.76                7.40
Vardas419      Pavarde419                          8.25                8.60
Vardas4190     Pavarde4190                         8.08                8.00
Vardas4192     Pavarde4192                         5.25                5.60
Vardas4194     Pavarde4194                         7.28                7.60
Vardas4196     Pavarde4196                         6.69                6.80
Vardas4197     Pavarde4197                         7.23                7.20
Vardas4198     Pavarde4198                         8.11                8.40
Vardas4199     Pavarde4199                         5.59                5.80
Vardas42       Pavarde42                           7.41                7.60
Vardas420      Pavarde420                          6.36                6.20
Vardas4201     Pavarde4201                         8.24                8.40
Vardas4202     Pavarde4202                         5.13                4.60
Vardas4203     Pavarde4203                         6.20                5.80
Vardas4204     Pavarde4204                         5.24                5.00
Vardas4209     Pavarde4209                         7.53                7.80
Vardas421      Pavarde421                          8.40                8.40
Vardas4210     Pavarde4210                         8.48                8.40
Vardas4211     Pavarde4211                         8.35                8.40
Vardas4213     Pavarde4213                         7.99                8.20
Vardas4214     Pavarde4214                         7.96                8.20
Vardas4216     Pavarde4216                         6.77                6.00
Vardas4217     Pavarde4217                         7.52                7.60
Vardas4220     Pavarde4220                         7.17                7.20
Vardas4221     Pavarde4221                         6.28                6.20
Vardas4222     Pavarde4222                         7.31                7.60
Vardas4223     Pavarde4223                         6.91                6.80
Vardas4224     Pavarde4224                         7.17                7.20
Vardas4225     Pavarde4225                         7.23                7.20
Vardas4226     Pavarde4226                         8.05                7.60
Vardas4229     Pavarde4229                         5.93                6.20
Vardas423      Pavarde423                          8.40                8.00
Vardas4231     Pavarde4231                         5.43                5.40
Vardas4235     Pavarde4235                         5.43                5.00
Vardas4236     Pavarde4236                         8.13                8.40
Vardas4237     Pavarde4237                         6.85                7.20
Vardas424      Pavarde424                          7.15                6.80
Vardas4241     Pavarde4241                         7.61                7.40
Vardas4242     Pavarde4242                         8.21                8.40
Vardas4243     Pavarde4243                         7.17                7.20
Vardas4244     Pavarde4244                         6.84                7.00
Vardas4247     Pavarde4247                         7.08                7.00
Vardas4249     Pavarde4249                         6.33                6.60
Vardas425      Pavarde425                          5.17                5.60
Vardas4250     Pavarde4250                         6.91                7.20
Vardas4252     Pavarde4252                         6.77                6.40
Vardas4254     Pavarde4254                         7.56                7.40
Vardas4255     Pavarde4255                         7.57                7.20
Vardas4256     Pavarde4256                         6.73                7.00
Vardas4258     Pavarde4258                         7.01                6.80
Vardas4259     Pavarde4259                         5.88                5.80
Vardas426      Pavarde426                          7.15                8.00
Vardas4261     Pavarde4261                         8.67                9.20
Vardas4264     Pavarde4264                         8.11                8.40
Vardas4267     Pavarde4267                         5.43                5.00
Vardas4268     Pavarde4268                         7.53                7.80
Vardas4270     Pavarde4270                         5.47                5.20
Vardas4271     Pavarde4271                         7.23                7.60
Vardas4273     Pavarde4273                         7.92                7.20
Vardas4275     Pavarde4275                         8.69                8.80
Vardas4276     Pavarde4276                         7.13                7.00
Vardas4277     Pavarde4277                         6.52                6.60
Vardas4278     Pavarde4278                         6.75                6.80
Vardas4279     Pavarde4279                         7.76                7.60
Vardas4280     Pavarde4280                         5.48                5.40
Vardas4282     Pavarde4282                         5.47                5.20
Vardas4283     Pavarde4283                         7.12                6.80
Vardas4284     Pavarde4284                         6.49                6.60
Vardas4288     Pavarde4288                         8.75                9.20
Vardas429      Pavarde429                          5.72                5.80
Vardas4290     Pavarde4290                         6.36                6.20
Vardas4292     Pavarde4292                         8.21                8.00
Vardas4293     Pavarde4293                         5.48                5.40
Vardas4294     Pavarde4294                         6.44                6.60
Vardas4295     Pavarde4295                         5.89                6.00
Vardas4296     Pavarde4296                         6.36                6.20
Vardas4297     Pavarde4297                         5.64                5.80
Vardas4298     Pavarde4298                         5.20                5.60
Vardas43       Pavarde43                           5.92                5.60
Vardas4301     Pavarde4301                         6.99                6.40
Vardas4302     Pavarde4302                         5.17                5.20
Vardas4304     Pavarde4304                         5.05                4.60
Vardas4305     Pavarde4305                         5.19                5.40
Vardas4306     Pavarde4306                         8.23                8.20
Vardas4307     Pavarde4307                         6.64                6.00
Vardas4308     Pavarde4308                         8.03                8.00
Vardas431      Pavarde431                          5.55                5.20
Vardas4311     Pavarde4311                         8.32                8.40
Vardas4312     Pavarde4312                         5.09                5.20
Vardas4316     Pavarde4316                         5.55                5.20
Vardas4318     Pavarde4318                         7.47                8.00
Vardas432      Pavarde432                          5.20                5.60
Vardas4320     Pavarde4320                         8.08                8.40
Vardas4321     Pavarde4321                         5.08                5.00
Vardas4322     Pavarde4322                         5.37                5.00
Vardas4325     Pavarde4325                         5.87                6.00
Vardas4326     Pavarde4326                         5.55                5.20
Vardas4327     Pavarde4327                         7.65                8.00
Vardas4329     Pavarde4329                         5.89                6.00
Vardas433      Pavarde433                          6.11                6.00
Vardas4331     Pavarde4331                         7.93                7.80
Vardas4332     Pavarde4332                         8.75                9.20
Vardas4334     Pavarde4334                         7.48                7.40
Vardas4335     Pavarde4335                         7.65                7.60
Vardas4336     Pavarde4336                         5.28                5.20
Vardas4338     Pavarde4338                         7.64                7.40
Vardas434      Pavarde434                          5.64                6.20
Vardas4340     Pavarde4340                         6.44                7.00
Vardas4341     Pavarde4341                         8.08                8.00
Vardas4342     Pavarde4342                         7.67                7.80
Vardas4344     Pavarde4344                         7.77                7.80
Vardas4345     Pavarde4345                         7.75                7.80
Vardas4347     Pavarde4347                         6.16                6.00
Vardas435      Pavarde435                          7.97                7.60
Vardas4350     Pavarde4350                         6.05                6.40
Vardas4351     Pavarde4351                         6.96                6.40
Vardas4352     Pavarde4352                         6.65                7.00
Vardas4354     Pavarde4354                         8.69                8.80
Vardas4356     Pavarde4356                         6.73                6.60
Vardas4357     Pavarde4357                         7.29                7.00
Vardas4358     Pavarde4358                         8.56                8.40
Vardas4361     Pavarde4361                         6.41                6.60
Vardas4363     Pavarde4363                         8.19                7.60
Vardas4364     Pavarde4364                         8.75                8.80
Vardas4368     Pavarde4368                         6.83                6.80
Vardas4372     Pavarde4372                         7.91                7.80
Vardas4373     Pavarde4373                         7.56                7.40
Vardas4374     Pavarde4374                         5.03                4.60
Vardas4375     Pavarde4375                         6.77                6.80
Vardas4377     Pavarde4377                         7.71                7.60
Vardas4379     Pavarde4379                         6.57                7.00
Vardas438      Pavarde438                          6.11                6.00
Vardas4382     Pavarde4382                         6.64                6.40
Vardas4383     Pavarde4383                         5.24                5.00
Vardas4384     Pavarde4384                         7.69                7.80
Vardas4385     Pavarde4385                         5.73                5.60
Vardas4386     Pavarde4386                         6.11                6.00
Vardas4387     Pavarde4387                         6.61                6.80
Vardas4389     Pavarde4389                         5.47                5.20
Vardas439      Pavarde439                          8.35                8.40
Vardas4391     Pavarde4391                         6.59                6.80
Vardas4392     Pavarde4392                         5.29                5.40
Vardas4393     Pavarde4393                         7.07                7.20
Vardas4394     Pavarde4394                         5.12                5.20
Vardas4395     Pavarde4395                         5.20                5.60
Vardas4396     Pavarde4396                         7.75                7.80
Vardas4397     Pavarde4397                         6.75                6.40
Vardas4398     Pavarde4398                         5.35                5.40
Vardas4399     Pavarde4399                         7.67                7.40
Vardas440      Pavarde440                          5.97                5.60
Vardas4403     Pavarde4403                         5.29                5.40
Vardas4405     Pavarde4405                         7.55                7.60
Vardas4409     Pavarde4409                         5.59                5.80
Vardas4410     Pavarde4410                         6.03                6.00
Vardas4411     Pavarde4411                         5.53                5.80
Vardas4413     Pavarde4413                         5.99                5.80
Vardas4415     Pavarde4415                         6.44                6.60
Vardas4416     Pavarde4416                         5.23                4.80
Vardas4417     Pavarde4417                         6.41                6.60
Vardas4418     Pavarde4418                         8.56                8.40
Vardas4420     Pavarde4420                         8.59                8.40
Vardas4421     Pavarde4421                         7.07                7.60
Vardas4423     Pavarde4423                         8.11                8.40
Vardas4425     Pavarde4425                         8.64                9.20
Vardas4427     Pavarde4427                         8.03                8.00
Vardas4428     Pavarde4428                         8.03                7.60
Vardas443      Pavarde443                          5.60                5.20
Vardas4432     Pavarde4432                         6.41                6.60
Vardas4435     Pavarde4435                         5.40                5.40
Vardas4436     Pavarde4436                         7.04                6.80
Vardas4438     Pavarde4438                         7.01                7.60
Vardas444      Pavarde444                          7.80                7.80
Vardas4440     Pavarde4440                         5.05                4.60
Vardas4442     Pavarde4442                         7.31                7.20
Vardas4444     Pavarde4444                         8.37                8.40
Vardas4445     Pavarde4445                         8.27                8.80
Vardas4446     Pavarde4446                         8.07                8.20
Vardas4449     Pavarde4449                         6.40                6.40
Vardas445      Pavarde445                          7.83                8.20
Vardas4451     Pavarde4451                         7.55                7.60
Vardas4454     Pavarde4454                         5.08                5.00
Vardas4455     Pavarde4455                         5.20                4.80
Vardas4458     Pavarde4458                         8.13                8.40
Vardas4459     Pavarde4459                         7.84                7.60
Vardas446      Pavarde446                          6.44                6.20
Vardas4460     Pavarde4460                         5.68                5.60
Vardas4461     Pavarde4461                         7.31                7.20
Vardas4469     Pavarde4469                         6.99                7.20
Vardas447      Pavarde447                          5.60                5.60
Vardas4470     Pavarde4470                         6.13                6.40
Vardas4473     Pavarde4473                         7.11                6.60
Vardas4474     Pavarde4474                         6.05                6.00
Vardas4475     Pavarde4475                         6.33                6.60
Vardas4476     Pavarde4476                         6.65                6.60
