Vardas         Pavarde                 Galutinis (Vid.)    Galutinis (Med.)
Vardas2919     Pavarde2919                         4.61                4.40
Vardas292      Pavarde292                          4.85                4.80
Vardas2921     Pavarde2921                         4.88                5.20
Vardas2922     Pavarde2922                         4.95                5.00
Vardas2924     Pavarde2924                         4.43                4.80
Vardas2925     Pavarde2925                         3.25                3.20
Vardas2928     Pavarde2928                         4.67                5.20
Vardas2932     Pavarde2932                         2.79                2.60
Vardas2939     Pavarde2939                         3.93                3.80
Vardas2940     Pavarde2940                         3.97                3.60
Vardas2941     Pavarde2941                         4.01                3.80
Vardas2942     Pavarde2942                         2.96                2.80
Vardas2943     Pavarde2943                         3.56                3.80
Vardas2944     Pavarde2944                         3.19                3.80
Vardas2945     Pavarde2945                         4.07                4.20
Vardas2947     Pavarde2947                         3.79                4.00
Vardas2948     Pavarde2948                         3.13                3.80
Vardas2951     Pavarde2951                         4.24                4.40
Vardas2952     Pavarde2952                         4.61                4.80
Vardas2957     Pavarde2957                         4.41                5.00
Vardas2959     Pavarde2959                         2.57                2.20
Vardas296      Pavarde296                          4.77                4.80
Vardas2961     Pavarde2961                         4.71                4.60
Vardas2964     Pavarde2964                         4.07                4.20
Vardas2966     Pavarde2966                         4.15                4.20
Vardas2967     Pavarde2967                         4.91                4.80
Vardas297      Pavarde297                          2.79                2.60
Vardas2970     Pavarde2970                         2.76                3.00
Vardas2971     Pavarde2971                         2.76                2.60
Vardas2972     Pavarde2972                         2.41                2.20
Vardas2973     Pavarde2973                         4.37                4.40
Vardas2974     Pavarde2974                         4.56                4.00
Vardas2975     Pavarde2975                         3.43                3.00
Vardas2977     Pavarde2977                         3.04                3.20
Vardas2978     Pavarde2978                         4.43                4.80
Vardas2979     Pavarde2979                         4.27                4.00
Vardas2993     Pavarde2993                         3.52                3.60
Vardas2996     Pavarde2996                         4.99                4.80
Vardas2997     Pavarde2997                         3.81                4.00
Vardas2998     Pavarde2998                         3.27                3.40
Vardas2999     Pavarde2999                         3.47                3.60
Vardas3        Pavarde3                            3.77                3.80
Vardas300      Pavarde300                          4.77                4.40
Vardas3002     Pavarde3002                         3.39                3.20
Vardas301      Pavarde301                          3.51                3.00
Vardas3012     Pavarde3012                         3.17                3.20
Vardas3015     Pavarde3015                         4.83                4.80
Vardas3016     Pavarde3016                         4.33                3.80
Vardas3017     Pavarde3017                         3.65                4.00
Vardas302      Pavarde302                          3.20                2.80
Vardas3021     Pavarde3021                         2.60                2.20
Vardas3023     Pavarde3023                         3.72                3.80
Vardas3025     Pavarde3025                         3.33                3.20
Vardas3028     Pavarde3028                         3.08                3.00
Vardas3031     Pavarde3031                         2.93                3.20
Vardas3033     Pavarde3033                         4.53                4.40
Vardas3035     Pavarde3035                         3.21                3.00
Vardas3036     Pavarde3036                         4.40                4.40
Vardas3037     Pavarde3037                         3.99                3.80
Vardas3041     Pavarde3041                         3.63                4.00
Vardas3043     Pavarde3043                         3.25                3.60
Vardas3044     Pavarde3044                         4.25                4.20
Vardas3045     Pavarde3045                         3.05                3.40
Vardas3047     Pavarde3047                         4.51                4.40
Vardas3050     Pavarde3050                         4.53                4.40
Vardas3056     Pavarde3056                         4.72                4.40
Vardas3057     Pavarde3057                         3.96                3.40
Vardas3058     Pavarde3058                         3.13                3.40
Vardas306      Pavarde306                          4.81                4.60
Vardas3060     Pavarde3060                         4.15                4.20
Vardas3061     Pavarde3061                         4.59                4.40
Vardas3065     Pavarde3065                         4.57                5.00
Vardas3066     Pavarde3066                         4.56                4.40
Vardas3067     Pavarde3067                         4.33                5.00
Vardas3073     Pavarde3073                         3.83                3.80
Vardas3074     Pavarde3074                         3.59                3.40
Vardas3076     Pavarde3076                         4.75                4.80
Vardas3078     Pavarde3078                         3.32                3.00
Vardas3079     Pavarde3079                         2.87                3.00
Vardas308      Pavarde308                          2.73                2.20
Vardas3081     Pavarde3081                         4.48                4.80
Vardas3082     Pavarde3082                         3.25                3.20
Vardas3084     Pavarde3084                         4.65                4.60
Vardas3085     Pavarde3085                         4.04                3.40
Vardas3086     Pavarde3086                         3.07                3.20
Vardas3087     Pavarde3087                         2.49                2.60
Vardas3088     Pavarde3088                         4.39                4.20
Vardas3094     Pavarde3094                         4.59                4.40
Vardas3098     Pavarde3098                         3.91                4.20
Vardas3099     Pavarde3099                         4.31                4.60
Vardas31       Pavarde31                           3.23                3.20
Vardas310      Pavarde310                          2.41                2.20
Vardas3101     Pavarde3101                         3.96                3.80
Vardas3102     Pavarde3102                         3.49                3.20
Vardas3105     Pavarde3105                         3.28                3.20
Vardas3106     Pavarde3106                         2.63                3.00
Vardas3107     Pavarde3107                         3.60                3.60
Vardas3109     Pavarde3109                         2.71                3.00
Vardas311      Pavarde311                          3.05                3.40
Vardas3110     Pavarde3110                         4.40                4.40
Vardas3112     Pavarde3112                         2.71                2.60
Vardas3113     Pavarde3113                         2.41                2.60
Vardas3117     Pavarde3117                         4.48                4.40
Vardas3120     Pavarde3120                         4.72                5.20
Vardas3121     Pavarde3121                         2.60                2.20
Vardas3124     Pavarde3124                         2.93                2.80
Vardas3126     Pavarde3126                         4.04                3.80
Vardas3127     Pavarde3127                         4.79                4.20
Vardas3128     Pavarde3128                         4.23                4.60
Vardas313      Pavarde313                          4.37                4.40
Vardas3130     Pavarde3130                         2.79                2.60
Vardas3131     Pavarde3131                         3.13                3.40
Vardas3136     Pavarde3136                         2.25                1.80
Vardas314      Pavarde314                          3.88                3.80
Vardas3140     Pavarde3140                         2.73                3.00
Vardas3142     Pavarde3142                         3.52                3.20
Vardas315      Pavarde315                          4.27                4.40
Vardas3154     Pavarde3154                         3.55                4.00
Vardas3158     Pavarde3158                         2.79                2.60
Vardas3159     Pavarde3159                         3.72                3.40
Vardas316      Pavarde316                          4.37                4.40
Vardas3160     Pavarde3160                         4.17                4.60
Vardas3161     Pavarde3161                         3.29                3.00
Vardas3162     Pavarde3162                         4.09                4.20
Vardas3167     Pavarde3167                         4.97                5.00
Vardas3168     Pavarde3168                         2.92                3.00
Vardas3169     Pavarde3169                         3.69                3.00
Vardas3170     Pavarde3170                         3.71                3.60
Vardas3171     Pavarde3171                         3.67                3.40
Vardas3173     Pavarde3173                         4.57                4.20
Vardas3174     Pavarde3174                         4.45                4.40
Vardas3175     Pavarde3175                         4.39                4.60
Vardas3176     Pavarde3176                         3.91                3.80
Vardas3177     Pavarde3177                         2.97                3.00
Vardas3181     Pavarde3181                         4.12                4.20
Vardas3182     Pavarde3182                         4.95                4.60
Vardas3185     Pavarde3185                         3.11                3.40
Vardas3189     Pavarde3189                         2.55                2.60
Vardas3191     Pavarde3191                         4.47                4.60
Vardas3193     Pavarde3193                         3.49                3.60
Vardas3194     Pavarde3194                         3.60                4.00
Vardas3195     Pavarde3195                         4.32                4.00
Vardas3201     Pavarde3201                         4.16                3.60
Vardas3203     Pavarde3203                         2.60                2.60
Vardas3206     Pavarde3206                         2.79                3.00
Vardas3213     Pavarde3213                         3.12                2.80
Vardas3214     Pavarde3214                         3.57                3.60
Vardas3216     Pavarde3216                         3.03                3.00
Vardas3217     Pavarde3217                         4.67                5.20
Vardas3218     Pavarde3218                         2.57                2.60
Vardas322      Pavarde322                          2.23                2.20
Vardas3223     Pavarde3223                         4.25                4.20
Vardas3224     Pavarde3224                         3.61                3.00
Vardas3228     Pavarde3228                         3.44                3.60
Vardas323      Pavarde323                          4.92                5.00
Vardas3230     Pavarde3230                         2.49                2.20
Vardas3232     Pavarde3232                         2.81                3.00
Vardas3233     Pavarde3233                         2.71                2.60
Vardas3241     Pavarde3241                         2.93                2.80
Vardas3242     Pavarde3242                         3.92                4.40
Vardas3243     Pavarde3243                         3.85                3.80
Vardas3248     Pavarde3248                         4.59                4.40
Vardas325      Pavarde325                          4.09                4.20
Vardas3251     Pavarde3251                         3.33                2.80
Vardas3253     Pavarde3253                         4.89                4.60
Vardas3256     Pavarde3256                         3.27                3.00
Vardas3257     Pavarde3257                         4.53                4.40
Vardas3258     Pavarde3258                         3.65                3.60
Vardas326      Pavarde326                          3.47                3.20
Vardas3261     Pavarde3261                         3.16                3.40
Vardas3266     Pavarde3266                         2.89                3.40
Vardas3268     Pavarde3268                         4.52                5.00
Vardas327      Pavarde327                          3.88                3.80
Vardas3270     Pavarde3270                         3.57                4.00
Vardas3271     Pavarde3271                         4.47                4.20
Vardas3275     Pavarde3275                         2.47                2.60
Vardas3283     Pavarde3283                         4.64                4.40
Vardas3287     Pavarde3287                         2.49                2.20
Vardas3288     Pavarde3288                         4.35                4.40
Vardas3290     Pavarde3290                         3.24                3.00
Vardas3291     Pavarde3291                         4.51                4.40
Vardas3293     Pavarde3293                         4.11                4.00
Vardas3296     Pavarde3296                         3.12                2.80
Vardas3298     Pavarde3298                         2.55                2.20
Vardas3299     Pavarde3299                         3.85                4.20
Vardas33       Pavarde33                           4.00                4.00
Vardas3302     Pavarde3302                         4.51                4.80
Vardas3305     Pavarde3305                         3.68                3.60
Vardas3306     Pavarde3306                         2.76                2.60
Vardas3307     Pavarde3307                         2.55                2.60
Vardas3312     Pavarde3312                         4.63                4.60
Vardas3314     Pavarde3314                         3.17                3.60
Vardas332      Pavarde332                          2.65                2.60
Vardas3324     Pavarde3324                         3.36                3.20
Vardas3328     Pavarde3328                         4.12                3.80
Vardas3331     Pavarde3331                         2.73                2.20
Vardas3336     Pavarde3336                         3.20                2.40
Vardas334      Pavarde334                          4.92                5.00
Vardas3340     Pavarde3340                         4.00                4.00
Vardas3345     Pavarde3345                         3.03                3.40
Vardas3347     Pavarde3347                         4.51                4.80
Vardas3353     Pavarde3353                         3.09                3.20
Vardas3355     Pavarde3355                         4.96                4.80
Vardas3356     Pavarde3356                         4.20                4.20
Vardas3357     Pavarde3357                         4.67                4.80
Vardas3363     Pavarde3363                         2.97                3.00
Vardas3369     Pavarde3369                         3.81                4.00
Vardas3371     Pavarde3371                         3.80                4.20
Vardas3372     Pavarde3372                         4.95                5.00
Vardas3375     Pavarde3375                         4.59                4.80
Vardas3378     Pavarde3378                         4.59                5.20
Vardas3379     Pavarde3379                         3.17                3.20
Vardas338      Pavarde338                          3.85                3.80
Vardas3380     Pavarde3380                         3.55                3.20
Vardas3382     Pavarde3382                         4.48                4.40
Vardas3384     Pavarde3384                         3.12                3.20
Vardas3388     Pavarde3388                         4.97                4.60
Vardas3389     Pavarde3389                         2.33                2.60
Vardas3390     Pavarde3390                         3.96                3.80
Vardas3391     Pavarde3391                         4.64                4.00
Vardas3393     Pavarde3393                         3.43                3.80
Vardas3395     Pavarde3395                         3.44                3.20
Vardas3397     Pavarde3397                         2.63                3.00
Vardas3399     Pavarde3399                         3.73                3.60
Vardas340      Pavarde340                          4.01                3.80
Vardas3403     Pavarde3403                         4.67                4.80
Vardas3406     Pavarde3406                         3.25                3.20
Vardas3409     Pavarde3409                         4.23                4.20
Vardas3412     Pavarde3412                         3.23                3.20
Vardas3414     Pavarde3414                         4.27                4.00
Vardas3417     Pavarde3417                         3.47                3.60
Vardas342      Pavarde342                          4.41                4.60
Vardas3422     Pavarde3422                         3.88                4.20
Vardas3426     Pavarde3426                         3.91                4.20
Vardas3427     Pavarde3427                         3.25                3.20
Vardas343      Pavarde343                          3.56                3.80
Vardas3431     Pavarde3431                         4.96                4.80
Vardas3432     Pavarde3432                         3.28                2.80
Vardas3433     Pavarde3433                         3.15                2.40
Vardas3438     Pavarde3438                         3.73                4.00
Vardas3440     Pavarde3440                         4.45                4.80
Vardas3441     Pavarde3441                         4.77                4.80
Vardas3443     Pavarde3443                         4.65                4.20
Vardas3444     Pavarde3444                         2.68                2.60
Vardas3449     Pavarde3449                         2.79                2.20
Vardas3450     Pavarde3450                         2.97                3.00
Vardas3459     Pavarde3459                         3.23                2.80
Vardas3461     Pavarde3461                         3.17                2.80
Vardas3463     Pavarde3463                         3.65                4.00
Vardas3466     Pavarde3466                         3.99                3.80
Vardas3467     Pavarde3467                         3.36                3.60
Vardas347      Pavarde347                          3.92                3.60
Vardas3470     Pavarde3470                         2.79                3.00
Vardas3471     Pavarde3471                         3.32                3.40
Vardas3472     Pavarde3472                         4.61                4.40
Vardas3474     Pavarde3474                         3.51                3.40
Vardas3481     Pavarde3481                         4.51                4.40
Vardas3483     Pavarde3483                         4.44                4.60
Vardas3486     Pavarde3486                         3.31                3.20
Vardas3489     Pavarde3489                         3.68                3.60
Vardas3491     Pavarde3491                         4.75                4.80
Vardas3494     Pavarde3494                         4.27                4.80
Vardas3497     Pavarde3497                         2.97                3.00
Vardas3499     Pavarde3499                         3.07                2.80
Vardas3500     Pavarde3500                         3.77                3.40
Vardas3505     Pavarde3505                         3.03                3.40
Vardas3509     Pavarde3509                         2.72                2.00
Vardas3510     Pavarde3510                         4.63                4.20
Vardas3511     Pavarde3511                         3.97                4.80
Vardas3513     Pavarde3513                         4.07                4.20
Vardas3514     Pavarde3514                         3.91                3.40
Vardas3519     Pavarde3519                         2.65                2.60
Vardas352      Pavarde352                          4.77                5.20
Vardas3520     Pavarde3520                         4.05                4.40
Vardas3523     Pavarde3523                         4.64                4.80
Vardas3526     Pavarde3526                         3.39                3.60
Vardas353      Pavarde353                          3.67                3.40
Vardas3530     Pavarde3530                         4.83                5.20
Vardas3531     Pavarde3531                         4.51                4.80
Vardas3538     Pavarde3538                         3.89                4.00
Vardas3539     Pavarde3539                         4.79                4.60
Vardas3543     Pavarde3543                         2.68                2.60
Vardas3546     Pavarde3546                         4.32                4.40
Vardas3550     Pavarde3550                         3.19                3.80
Vardas3552     Pavarde3552                         3.96                3.40
Vardas356      Pavarde356                          2.99                3.20
Vardas3567     Pavarde3567                         3.03                3.00
Vardas357      Pavarde357                          2.96                2.80
Vardas3573     Pavarde3573                         2.79                3.00
Vardas3575     Pavarde3575                         4.17                4.20
Vardas3577     Pavarde3577                         4.77                4.80
Vardas3578     Pavarde3578                         3.71                3.60
Vardas3581     Pavarde3581                         4.45                4.80
Vardas3586     Pavarde3586                         2.76                2.60
Vardas3588     Pavarde3588                         3.04                3.20
Vardas359      Pavarde359                          4.68                4.60
Vardas3591     Pavarde3591                         3.83                4.20
Vardas3592     Pavarde3592                         3.96                3.40
Vardas3593     Pavarde3593                         4.37                4.40
Vardas3599     Pavarde3599                         4.41                4.60
Vardas3600     Pavarde3600                         2.87                2.60
Vardas3603     Pavarde3603                         4.15                3.80
Vardas3605     Pavarde3605                         3.44                4.00
Vardas3608     Pavarde3608                         4.77                5.20
Vardas3610     Pavarde3610                         4.36                4.20
Vardas3612     Pavarde3612                         4.96                5.20
Vardas3614     Pavarde3614                         3.88                3.80
Vardas3615     Pavarde3615                         4.04                4.20
Vardas3617     Pavarde3617                         4.35                4.00
Vardas3618     Pavarde3618                         3.24                3.40
Vardas3619     Pavarde3619                         3.23                2.80
Vardas3626     Pavarde3626                         2.89                2.60
Vardas3628     Pavarde3628                         4.40                4.00
Vardas3633     Pavarde3633                         4.04                3.80
Vardas3634     Pavarde3634                         3.45                3.80
Vardas3636     Pavarde3636                         3.64                3.80
Vardas3637     Pavarde3637                         4.07                4.20
Vardas364      Pavarde364                          2.81                3.00
Vardas3640     Pavarde3640                         3.21                3.00
Vardas3641     Pavarde3641                         4.88                5.20
Vardas3644     Pavarde3644                         3.31                3.60
Vardas3645     Pavarde3645                         3.57                4.00
Vardas3647     Pavarde3647                         3.96                3.80
Vardas365      Pavarde365                          2.33                1.80
Vardas3650     Pavarde3650                         2.87                3.00
Vardas3655     Pavarde3655                         4.41                4.60
Vardas3656     Pavarde3656                         4.29                4.40
Vardas3658     Pavarde3658                         4.47                4.60
Vardas3659     Pavarde3659                         4.39                4.60
Vardas3661     Pavarde3661                         3.07                2.80
Vardas3662     Pavarde3662                         3.19                3.00
Vardas3669     Pavarde3669                         3.44                3.60
Vardas367      Pavarde367                          4.05                4.00
Vardas3670     Pavarde3670                         2.97                3.00
Vardas3671     Pavarde3671                         4.39                4.60
Vardas3674     Pavarde3674                         2.76                3.00
Vardas3676     Pavarde3676                         2.87                3.00
Vardas3678     Pavarde3678                         3.36                3.60
Vardas368      Pavarde368                          3.77                3.40
Vardas3680     Pavarde3680                         4.96                5.20
Vardas3681     Pavarde3681                         3.29                3.80
Vardas3683     Pavarde3683                         2.47                2.20
Vardas3688     Pavarde3688                         3.61                3.80
Vardas3691     Pavarde3691                         2.49                3.00
Vardas3692     Pavarde3692                         2.76                2.60
Vardas3693     Pavarde3693                         3.99                4.20
Vardas3694     Pavarde3694                         3.91                4.20
Vardas3696     Pavarde3696                         4.97                5.40
Vardas370      Pavarde370                          2.72                2.80
Vardas3702     Pavarde3702                         3.75                3.80
Vardas3703     Pavarde3703                         2.89                3.00
Vardas3704     Pavarde3704                         3.68                4.00
Vardas3705     Pavarde3705                         4.19                4.00
Vardas3706     Pavarde3706                         3.15                3.20
Vardas3707     Pavarde3707                         3.79                4.00
Vardas371      Pavarde371                          4.21                4.40
Vardas3712     Pavarde3712                         3.20                3.60
Vardas3719     Pavarde3719                         2.23                1.40
Vardas372      Pavarde372                          3.41                3.20
Vardas3723     Pavarde3723                         2.79                3.00
Vardas3724     Pavarde3724                         3.84                3.60
Vardas3726     Pavarde3726                         3.44                3.20
Vardas3728     Pavarde3728                         3.71                3.60
Vardas3734     Pavarde3734                         4.56                4.80
Vardas3735     Pavarde3735                         2.79                2.60
Vardas3736     Pavarde3736                         2.89                3.00
Vardas3737     Pavarde3737                         4.81                4.20
Vardas3738     Pavarde3738                         3.52                3.20
Vardas3739     Pavarde3739                         3.07                3.20
Vardas3740     Pavarde3740                         4.29                4.40
Vardas3746     Pavarde3746                         3.99                3.80
Vardas3747     Pavarde3747                         3.11                3.00
Vardas3748     Pavarde3748                         4.71                4.60
Vardas3749     Pavarde3749                         3.92                4.40
Vardas3750     Pavarde3750                         3.61                3.00
Vardas3752     Pavarde3752                         4.75                4.80
Vardas3753     Pavarde3753                         3.52                3.60
Vardas3757     Pavarde3757                         3.96                3.80
Vardas3759     Pavarde3759                         4.48                4.40
Vardas3761     Pavarde3761                         4.96                5.20
Vardas3762     Pavarde3762                         4.95                4.60
Vardas3765     Pavarde3765                         2.81                2.60
Vardas3767     Pavarde3767                         2.84                3.00
Vardas3768     Pavarde3768                         3.93                4.20
Vardas3771     Pavarde3771                         3.41                3.60
Vardas3772     Pavarde3772                         2.92                3.40
Vardas378      Pavarde378                          3.40                3.80
Vardas3780     Pavarde3780                         2.71                2.20
Vardas3781     Pavarde3781                         2.41                2.20
Vardas3786     Pavarde3786                         3.83                3.80
Vardas3787     Pavarde3787                         2.68                2.60
Vardas3789     Pavarde3789                         3.49                3.60
Vardas379      Pavarde379                          4.29                4.80
Vardas3791     Pavarde3791                         2.75                2.40
Vardas3793     Pavarde3793                         2.79                2.60
Vardas3796     Pavarde3796                         4.72                4.40
Vardas3797     Pavarde3797                         4.59                4.80
Vardas3802     Pavarde3802                         2.79                2.60
Vardas3809     Pavarde3809                         2.95                3.00
Vardas3810     Pavarde3810                         4.31                4.20
Vardas3811     Pavarde3811                         4.44                4.20
Vardas3813     Pavarde3813                         3.36                3.20
Vardas3818     Pavarde3818                         4.12                4.60
Vardas382      Pavarde382                          3.65                3.60
Vardas3820     Pavarde3820                         4.53                4.80
Vardas3824     Pavarde3824                         4.97                4.60
Vardas3826     Pavarde3826                         4.64                4.40
Vardas383      Pavarde383                          4.67                4.80
Vardas3830     Pavarde3830                         2.57                2.60
Vardas3833     Pavarde3833                         3.61                3.40
Vardas3835     Pavarde3835                         3.79                4.00
Vardas3836     Pavarde3836                         3.81                4.00
Vardas3837     Pavarde3837                         3.08                3.40
Vardas3838     Pavarde3838                         3.60                3.60
Vardas3839     Pavarde3839                         3.33                3.20
Vardas3842     Pavarde3842                         4.11                4.00
Vardas3843     Pavarde3843                         2.87                2.60
Vardas3844     Pavarde3844                         2.57                3.00
Vardas3846     Pavarde3846                         3.31                3.20
Vardas3849     Pavarde3849                         3.75                3.80
Vardas3851     Pavarde3851                         2.55                2.60
Vardas3852     Pavarde3852                         2.96                2.80
Vardas3855     Pavarde3855                         4.64                4.80
Vardas3856     Pavarde3856                         4.45                4.40
Vardas3857     Pavarde3857                         2.87                3.00
Vardas386      Pavarde386                          4.35                4.40
Vardas3864     Pavarde3864                         2.65                3.00
Vardas3865     Pavarde3865                         4.64                4.80
Vardas3869     Pavarde3869                         4.83                4.80
Vardas3870     Pavarde3870                         2.83                2.80
Vardas3871     Pavarde3871                         2.80                2.40
Vardas3876     Pavarde3876                         4.44                5.00
Vardas3879     Pavarde3879                         2.91                3.20
Vardas3881     Pavarde3881                         4.37                4.40
Vardas3889     Pavarde3889                         4.53                4.80
Vardas3890     Pavarde3890                         3.17                3.20
Vardas3891     Pavarde3891                         4.17                4.20
Vardas3895     Pavarde3895                         4.35                4.40
Vardas3897     Pavarde3897                         3.13                3.40
Vardas3900     Pavarde3900                         3.93                3.80
Vardas3902     Pavarde3902                         2.60                3.00
Vardas3904     Pavarde3904                         2.85                2.80
Vardas391      Pavarde391                          3.99                4.60
Vardas3912     Pavarde3912                         2.97                2.60
Vardas3916     Pavarde3916                         4.61                4.40
Vardas3917     Pavarde3917                         3.13                3.00
Vardas3918     Pavarde3918                         3.47                3.20
Vardas3922     Pavarde3922                         2.84                2.60
Vardas3927     Pavarde3927                         4.40                4.40
Vardas3929     Pavarde3929                         3.55                3.60
Vardas3930     Pavarde3930                         4.88                5.20
Vardas3933     Pavarde3933                         4.75                4.80
Vardas3936     Pavarde3936                         3.64                3.40
Vardas3939     Pavarde3939                         4.35                4.40
Vardas394      Pavarde394                          3.65                3.60
Vardas3943     Pavarde3943                         4.29                4.00
Vardas3945     Pavarde3945                         2.49                2.20
Vardas3946     Pavarde3946                         4.24                4.00
Vardas3949     Pavarde3949                         3.55                4.00
Vardas3954     Pavarde3954                         4.04                3.80
Vardas3955     Pavarde3955                         4.12                4.20
Vardas3956     Pavarde3956                         3.05                3.00
Vardas3957     Pavarde3957                         4.53                4.40
Vardas3958     Pavarde3958                         4.77                4.40
Vardas3963     Pavarde3963                         2.89                3.40
Vardas3964     Pavarde3964                         3.24                3.40
Vardas3965     Pavarde3965                         2.39                1.80
Vardas3966     Pavarde3966                         2.95                3.00
Vardas3971     Pavarde3971                         4.43                4.40
Vardas3975     Pavarde3975                         2.99                2.80
Vardas3977     Pavarde3977                         4.85                5.20
Vardas3978     Pavarde3978                         3.08                3.00
Vardas3979     Pavarde3979                         3.41                3.60
Vardas398      Pavarde398                          4.72                4.80
Vardas3983     Pavarde3983                         4.04                3.80
Vardas3984     Pavarde3984                         2.76                3.00
Vardas3986     Pavarde3986                         2.87                2.60
Vardas3988     Pavarde3988                         3.04                3.20
Vardas3992     Pavarde3992                         4.19                4.00
Vardas3996     Pavarde3996                         4.79                4.60
Vardas3999     Pavarde3999                         3.80                4.20
Vardas40       Pavarde40                           4.07                4.60
Vardas400      Pavarde400                          4.11                4.00
Vardas4001     Pavarde4001                         4.24                3.60
Vardas4003     Pavarde4003                         4.24                4.40
Vardas4007     Pavarde4007                         4.99                4.80
Vardas4008     Pavarde4008                         2.60                2.20
Vardas401      Pavarde401                          3.11                3.40
Vardas4015     Pavarde4015                         4.68                4.60
Vardas4016     Pavarde4016                         4.87                4.60
Vardas4017     Pavarde4017                         3.13                3.40
Vardas4018     Pavarde4018                         3.23                3.20
Vardas4019     Pavarde4019                         4.09                4.20
Vardas4021     Pavarde4021                         3.39                3.20
Vardas4022     Pavarde4022                         2.31                2.20
Vardas4023     Pavarde4023                         4.92                4.60
Vardas4024     Pavarde4024                         3.73                3.20
Vardas4030     Pavarde4030                         3.47                3.60
Vardas4031     Pavarde4031                         3.69                3.80
Vardas4035     Pavarde4035                         3.36                2.80
Vardas4044     Pavarde4044                         4.83                5.20
Vardas4046     Pavarde4046                         4.12                3.80
Vardas405      Pavarde405                          4.77                4.40
Vardas4052     Pavarde4052                         2.84                3.40
Vardas4055     Pavarde4055                         3.32                3.40
Vardas406      Pavarde406                          4.59                4.00
Vardas4064     Pavarde4064                         2.44                2.60
Vardas4067     Pavarde4067                         4.59                4.40
Vardas407      Pavarde407                          4.69                4.80
Vardas4071     Pavarde4071                         3.00                3.00
Vardas4073     Pavarde4073                         3.08                3.40
Vardas4075     Pavarde4075                         2.96                2.80
Vardas4077     Pavarde4077                         4.24                4.00
Vardas4080     Pavarde4080                         4.45                4.40
Vardas4081     Pavarde4081                         4.41                4.60
Vardas4088     Pavarde4088                         3.12                2.80
Vardas4089     Pavarde4089                         4.99                4.80
Vardas409      Pavarde409                          2.76                2.60
Vardas4092     Pavarde4092                         3.99                3.80
Vardas4094     Pavarde4094                         4.01                4.60
Vardas4096     Pavarde4096                         3.41                3.20
Vardas4097     Pavarde4097                         4.15                4.20
Vardas4098     Pavarde4098                         2.76                2.20
Vardas4099     Pavarde4099                         4.56                4.00
Vardas41       Pavarde41                           4.53                4.40
Vardas4100     Pavarde4100                         3.44                3.60
Vardas4101     Pavarde4101                         3.28                3.60
Vardas4104     Pavarde4104                         4.36                5.00
Vardas4105     Pavarde4105                         4.48                4.40
Vardas4109     Pavarde4109                         4.37                4.40
Vardas4112     Pavarde4112                         3.51                3.80
Vardas4113     Pavarde4113                         4.75                4.80
Vardas4115     Pavarde4115                         3.55                4.00
Vardas4118     Pavarde4118                         4.35                4.40
Vardas4119     Pavarde4119                         2.73                2.60
Vardas4124     Pavarde4124                         4.24                4.00
Vardas4125     Pavarde4125                         3.64                3.40
Vardas4126     Pavarde4126                         4.65                5.00
Vardas4127     Pavarde4127                         2.81                2.60
Vardas4132     Pavarde4132                         3.25                3.20
Vardas4138     Pavarde4138                         4.01                3.80
Vardas4141     Pavarde4141                         2.73                3.00
Vardas4146     Pavarde4146                         4.87                4.60
Vardas4147     Pavarde4147                         4.29                4.00
Vardas4148     Pavarde4148                         2.73                2.60
Vardas415      Pavarde415                          3.47                3.20
Vardas4151     Pavarde4151                         4.07                3.80
Vardas4152     Pavarde4152                         4.28                4.60
Vardas4153     Pavarde4153                         3.84                4.00
Vardas4161     Pavarde4161                         3.39                3.60
Vardas4164     Pavarde4164                         4.15                4.20
Vardas4165     Pavarde4165                         3.85                3.40
Vardas4166     Pavarde4166                         2.91                2.80
Vardas4167     Pavarde4167                         2.52                2.20
Vardas4168     Pavarde4168                         3.49                3.60
Vardas417      Pavarde417                          3.75                3.40
Vardas4171     Pavarde4171                         2.73                3.00
Vardas4176     Pavarde4176                         4.67                4.40
Vardas4180     Pavarde4180                         3.99                3.80
Vardas4181     Pavarde4181                         4.51                4.40
Vardas4182     Pavarde4182                         4.12                4.20
Vardas4185     Pavarde4185                         4.39                4.20
Vardas4187     Pavarde4187                         2.59                2.40
Vardas4189     Pavarde4189                         3.05                2.60
Vardas4191     Pavarde4191                         3.17                3.60
Vardas4193     Pavarde4193                         2.60                2.20
Vardas4195     Pavarde4195                         2.73                2.60
Vardas4200     Pavarde4200                         4.17                4.60
Vardas4205     Pavarde4205                         3.99                3.40
Vardas4206     Pavarde4206                         3.72                3.80
Vardas4207     Pavarde4207                         4.75                5.20
Vardas4208     Pavarde4208                         4.17                4.20
Vardas4212     Pavarde4212                         3.20                3.20
Vardas4215     Pavarde4215                         2.95                3.00
Vardas4218     Pavarde4218                         4.27                4.40
Vardas4219     Pavarde4219                         3.89                4.40
Vardas422      Pavarde422                          3.80                3.80
Vardas4227     Pavarde4227                         4.36                4.60
Vardas4228     Pavarde4228                         3.17                3.20
Vardas4230     Pavarde4230                         4.28                4.60
Vardas4232     Pavarde4232                         2.87                2.60
Vardas4233     Pavarde4233                         3.43                3.80
Vardas4234     Pavarde4234                         4.53                4.40
Vardas4238     Pavarde4238                         4.21                4.00
Vardas4239     Pavarde4239                         3.68                4.00
Vardas4240     Pavarde4240                         4.53                4.80
