Vardas         Pavarde        ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas302      Pavarde302     2     8     8     7     2     1     9     9     9     1     2     8     3     6     9     2     
Vardas303      Pavarde303     6     6     8     5     8     5     9     9     5     1     10    4     9     6     9     1     
Vardas304      Pavarde304     6     4     4     6     5     1     5     3     3     8     10    3     2     6     4     4     
Vardas305      Pavarde305     2     9     7     3     1     10    2     9     2     9     8     1     7     4     6     2     
Vardas306      Pavarde306     7     2     5     6     3     7     1     3     6     7     4     6     6     6     3     2     
Vardas307      Pavarde307     4     5     9     1     6     3     1     1     9     10    3     1     6     2     10    2     
Vardas308      Pavarde308     7     1     8     3     9     1     10    3     8     6     3     5     5     2     7     4     
Vardas309      Pavarde309     4     2     5     10    3     10    1     3     1     4     10    5     2     8     10    10    
Vardas310      Pavarde310     6     2     7     8     1     9     3     1     1     5     10    8     3     4     4     6     
Vardas311      Pavarde311     4     2     4     8     2     2     2     6     5     5     8     10    1     2     9     3     
Vardas312      Pavarde312     2     6     3     8     7     4     9     10    7     3     2     7     10    6     3     10    
Vardas313      Pavarde313     10    3     9     4     6     7     1     1     9     2     2     10    1     6     9     7     
Vardas314      Pavarde314     7     9     5     9     10    2     9     3     4     10    6     2     8     10    5     1     
Vardas315      Pavarde315     2     4     4     5     7     5     1     4     8     3     2     4     9     3     5     3     
Vardas316      Pavarde316     2     9     8     8     8     5     2     8     6     4     6     3     8     1     4     5     
Vardas317      Pavarde317     3     4     6     1     1     3     7     6     9     4     5     7     6     10    6     9     
Vardas318      Pavarde318     3     1     5     4     9     10    4     4     6     8     10    2     4     2     7     8     
Vardas319      Pavarde319     7     7     3     7     6     7     8     5     4     4     10    5     4     9     3     10    
Vardas320      Pavarde320     3     7     9     1     3     10    2     2     6     1     9     5     1     7     8     6     
Vardas321      Pavarde321     4     1     3     8     6     1     2     8     8     10    6     8     8     4     7     5     
Vardas322      Pavarde322     3     1     7     4     10    3     3     1     3     5     7     1     5     8     2     10    
Vardas323      Pavarde323     6     7     3     4     3     10    8     6     9     2     10    9     2     9     5     10    
Vardas324      Pavarde324     7     6     5     10    5     3     10    5     8     10    7     3     7     7     5     3     
Vardas325      Pavarde325     7     9     4     6     1     4     6     5     7     8     8     3     4     2     8     8     
Vardas326      Pavarde326     1     8     6     1     9     10    8     6     8     10    2     10    3     1     4     9     
Vardas327      Pavarde327     7     7     6     1     9     5     7     6     8     7     1     7     8     4     10    8     
Vardas328      Pavarde328     2     8     8     10    4     6     10    1     4     5     3     4     9     9     6     9     
Vardas329      Pavarde329     8     10    9     5     3     2     3     1     8     1     7     4     10    2     6     4     
Vardas330      Pavarde330     5     4     2     6     3     8     7     5     10    6     1     3     5     5     8     10    
Vardas331      Pavarde331     6     6     4     9     9     10    9     1     10    6     7     4     6     4     4     7     
Vardas332      Pavarde332     6     8     4     3     8     7     1     7     9     6     9     10    8     1     1     8     
Vardas333      Pavarde333     5     3     2     7     5     9     10    5     8     6     7     7     3     4     8     2     
Vardas334      Pavarde334     2     7     2     9     7     7     1     7     7     1     3     8     2     5     3     10    
Vardas335      Pavarde335     4     6     3     4     9     5     1     10    5     8     10    2     3     7     9     7     
Vardas336      Pavarde336     9     7     8     5     6     8     8     4     9     1     10    1     6     8     1     6     
Vardas337      Pavarde337     1     8     2     9     1     5     7     8     6     7     3     10    3     5     10    6     
Vardas338      Pavarde338     9     3     5     2     5     5     7     5     9     2     10    4     7     6     1     7     
Vardas339      Pavarde339     4     1     8     4     7     1     6     1     5     9     4     5     10    10    3     8     
Vardas340      Pavarde340     10    1     7     9     5     10    9     8     2     3     8     4     1     7     3     10    
Vardas341      Pavarde341     1     1     4     6     7     7     7     1     8     8     8     8     4     1     6     4     
Vardas342      Pavarde342     8     7     5     10    6     1     7     9     4     5     8     5     6     6     6     1     
Vardas343      Pavarde343     10    2     9     7     7     5     4     2     1     8     5     8     5     6     2     9     
Vardas344      Pavarde344     5     10    6     9     3     5     8     5     8     5     7     2     8     6     9     1     
Vardas345      Pavarde345     10    8     5     2     6     4     5     2     6     6     2     7     5     2     7     10    
Vardas346      Pavarde346     1     6     4     10    3     4     7     3     6     4     6     10    1     9     1     5     
Vardas347      Pavarde347     2     2     4     2     10    2     9     3     4     10    1     2     10    9     8     7     
Vardas348      Pavarde348     8     1     9     10    8     6     7     6     9     3     1     1     6     9     9     7     
Vardas349      Pavarde349     4     1     3     3     1     9     3     7     5     8     1     4     5     5     4     2     
Vardas350      Pavarde350     1     5     9     7     9     10    2     8     1     9     9     8     6     1     9     9     
Vardas351      Pavarde351     7     1     8     2     9     6     7     10    2     5     3     1     4     9     8     2     
Vardas352      Pavarde352     4     3     2     5     7     9     1     7     5     5     4     4     7     7     3     10    
Vardas353      Pavarde353     7     6     10    4     10    2     1     9     5     4     10    9     10    1     7     6     
Vardas354      Pavarde354     4     8     7     6     5     1     5     5     1     2     3     1     6     1     1     10    
Vardas355      Pavarde355     4     3     2     1     5     1     10    1     9     7     3     9     9     9     2     2     
Vardas356      Pavarde356     4     4     9     5     10    8     5     2     1     2     6     8     9     1     10    1     
Vardas357      Pavarde357     6     8     9     2     1     9     8     6     2     2     3     9     6     2     10    7     
Vardas358      Pavarde358     10    3     5     10    2     2     10    6     1     5     10    1     2     10    8     5     
Vardas359      Pavarde359     5     7     8     2     10    3     8     3     7     10    9     9     1     4     8     8     
Vardas360      Pavarde360     4     3     9     1     4     5     7     7     7     2     6     6     9     3     3     7     
Vardas361      Pavarde361     3     7     10    9     5     9     4     3     2     7     5     9     3     1     10    1     
Vardas362      Pavarde362     3     3     4     8     6     6     3     3     6     9     3     3     8     7     7     1     
Vardas363      Pavarde363     6     10    6     5     4     5     4     8     10    5     2     4     4     8     5     3     
Vardas364      Pavarde364     9     4     3     2     6     8     6     2     7     4     2     3     4     5     8     8     
Vardas365      Pavarde365     9     5     6     3     3     8     3     5     1     4     1     10    5     4     3     7     
Vardas366      Pavarde366     7     8     9     2     6     7     7     9     2     2     3     4     1     6     7     7     
Vardas367      Pavarde367     8     8     7     8     10    4     6     10    8     5     7     8     2     1     2     1     
Vardas368      Pavarde368     1     1     1     5     8     1     5     5     2     9     1     2     4     9     8     6     
Vardas369      Pavarde369     2     1     8     9     9     5     7     8     9     7     5     7     2     9     7     7     
Vardas370      Pavarde370     4     9     9     5     4     5     9     5     1     2     6     2     10    5     2     10    
Vardas371      Pavarde371     4     7     6     9     10    4     6     10    4     5     8     5     3     2     7     8     
Vardas372      Pavarde372     2     9     2     8     2     3     2     1     5     1     3     1     5     5     2     10    
Vardas373      Pavarde373     2     2     6     10    7     5     10    6     5     4     3     7     1     4     8     1     
Vardas374      Pavarde374     7     7     10    5     8     9     9     1     10    6     10    3     1     5     3     8     
Vardas375      Pavarde375     6     6     5     2     7     1     5     3     4     1     10    6     8     3     9     5     
Vardas376      Pavarde376     1     9     9     3     1     6     7     2     4     2     6     3     4     5     10    1     
Vardas377      Pavarde377     5     10    6     4     4     6     4     8     3     7     8     2     8     5     10    2     
Vardas378      Pavarde378     3     2     4     8     1     10    5     1     2     5     10    4     8     2     6     6     
Vardas379      Pavarde379     6     2     10    1     9     6     4     1     4     3     1     8     5     5     9     9     
Vardas380      Pavarde380     9     5     10    7     8     3     2     1     8     1     2     2     2     3     10    5     
Vardas381      Pavarde381     1     2     3     5     1     6     4     5     10    2     7     5     1     4     9     1     
Vardas382      Pavarde382     8     4     2     1     10    10    8     8     1     1     3     4     3     9     9     5     
Vardas383      Pavarde383     9     1     6     9     2     10    1     9     9     10    5     9     7     7     1     10    
Vardas384      Pavarde384     10    9     5     10    7     8     8     6     4     7     3     10    3     8     7     9     
Vardas385      Pavarde385     10    1     5     8     4     2     2     7     5     5     2     5     1     6     4     9     
Vardas386      Pavarde386     8     6     1     3     9     5     7     1     1     9     3     9     3     10    7     7     
Vardas387      Pavarde387     6     9     4     4     4     1     10    7     8     4     5     10    1     9     9     4     
Vardas388      Pavarde388     6     7     6     3     10    1     2     9     6     6     3     8     5     5     5     5     
Vardas389      Pavarde389     5     1     10    10    7     1     3     6     2     10    1     2     9     9     10    4     
Vardas390      Pavarde390     10    6     9     4     5     8     4     4     1     3     8     5     7     1     3     6     
Vardas391      Pavarde391     9     7     10    5     9     8     10    9     3     10    2     7     9     1     7     2     
Vardas392      Pavarde392     7     7     4     9     2     8     6     8     2     10    5     7     3     10    8     9     
Vardas393      Pavarde393     10    8     10    3     3     1     6     3     7     2     4     8     5     2     5     2     
Vardas394      Pavarde394     2     6     2     7     3     10    3     7     2     1     3     1     1     4     7     5     
Vardas395      Pavarde395     4     8     9     10    9     3     2     10    2     8     9     8     7     7     8     2     
Vardas396      Pavarde396     9     9     8     4     3     1     3     1     10    8     3     3     4     2     6     8     
Vardas397      Pavarde397     4     6     7     5     7     6     9     4     1     8     10    4     7     1     1     1     
Vardas398      Pavarde398     9     8     1     4     8     9     7     3     8     3     3     3     10    3     3     4     
Vardas399      Pavarde399     10    10    3     7     5     4     6     1     10    2     8     2     2     3     7     3     
Vardas400      Pavarde400     4     10    6     10    8     10    6     8     9     6     2     7     10    5     9     3     
Vardas401      Pavarde401     7     8     5     1     5     9     10    6     8     2     2     10    4     8     9     4     
Vardas402      Pavarde402     8     2     1     5     7     5     5     3     5     7     4     10    5     4     6     7     
Vardas403      Pavarde403     2     9     6     4     7     5     3     7     4     6     1     10    5     3     6     4     
Vardas404      Pavarde404     9     8     5     4     10    10    3     8     2     4     3     8     5     5     3     2     
Vardas405      Pavarde405     9     3     9     4     10    2     8     6     8     9     7     8     1     6     2     10    
Vardas406      Pavarde406     3     8     4     3     5     3     7     9     6     7     4     7     10    2     5     6     
Vardas407      Pavarde407     10    6     5     5     10    10    3     7     8     8     10    6     4     5     2     3     
Vardas408      Pavarde408     2     3     7     6     8     5     10    1     9     4     10    8     6     5     5     9     
Vardas409      Pavarde409     4     9     7     2     4     5     2     3     3     1     3     10    6     6     8     5     
Vardas410      Pavarde410     4     7     10    7     6     6     9     3     7     4     8     1     1     7     4     5     
Vardas411      Pavarde411     10    2     1     4     3     1     8     10    10    6     10    10    1     10    5     6     
Vardas412      Pavarde412     3     2     10    4     3     4     7     6     7     10    7     3     7     4     7     10    
Vardas413      Pavarde413     6     5     8     9     3     6     8     2     5     8     4     2     6     5     1     4     
Vardas414      Pavarde414     4     7     6     3     9     8     6     6     5     8     3     1     6     8     5     4     
Vardas415      Pavarde415     3     9     8     4     10    9     8     5     3     9     8     3     4     9     1     9     
Vardas416      Pavarde416     1     2     8     10    10    1     7     1     2     4     8     5     1     2     6     7     
Vardas417      Pavarde417     9     4     5     10    2     1     4     8     6     3     7     10    9     1     10    2     
Vardas418      Pavarde418     3     5     3     9     4     3     1     3     9     3     1     10    6     4     1     6     
Vardas419      Pavarde419     4     1     4     3     1     2     5     6     4     3     10    10    6     2     3     4     
Vardas420      Pavarde420     7     3     7     8     8     2     9     10    8     3     4     5     3     5     9     10    
Vardas421      Pavarde421     2     1     8     2     6     6     9     8     5     3     1     3     1     10    1     8     
Vardas422      Pavarde422     4     6     5     7     9     4     10    2     7     10    2     3     10    5     5     5     
Vardas423      Pavarde423     9     7     9     10    8     10    5     6     9     7     7     1     2     9     6     3     
Vardas424      Pavarde424     7     3     1     2     5     5     9     7     9     8     4     10    9     4     6     8     
Vardas425      Pavarde425     7     9     9     7     7     10    1     6     8     10    8     3     1     4     9     7     
Vardas426      Pavarde426     8     6     2     9     1     2     5     5     3     8     1     8     4     9     9     2     
Vardas427      Pavarde427     8     2     9     5     2     6     5     7     7     4     1     4     9     1     1     2     
Vardas428      Pavarde428     2     9     7     7     7     4     6     4     7     5     4     8     7     8     7     9     
Vardas429      Pavarde429     1     5     9     3     9     9     8     10    6     10    6     7     4     8     1     4     
Vardas430      Pavarde430     4     9     9     7     5     5     3     7     2     9     3     9     9     5     3     10    
Vardas431      Pavarde431     10    4     8     10    10    5     1     5     6     8     4     6     7     7     6     2     
Vardas432      Pavarde432     6     2     9     5     7     7     3     9     2     6     3     6     2     9     2     7     
Vardas433      Pavarde433     6     1     10    5     9     4     2     3     4     8     6     1     3     1     3     7     
Vardas434      Pavarde434     7     2     9     10    5     3     7     9     7     6     4     9     9     5     4     1     
Vardas435      Pavarde435     10    9     9     9     6     1     5     9     8     3     1     8     6     1     9     2     
Vardas436      Pavarde436     5     6     4     3     8     7     10    3     7     6     2     4     1     1     10    9     
Vardas437      Pavarde437     2     4     4     6     8     8     3     1     4     1     6     4     7     9     9     3     
Vardas438      Pavarde438     6     9     4     4     10    3     1     9     4     9     2     9     10    5     1     7     
Vardas439      Pavarde439     8     8     6     6     7     10    8     6     8     7     1     8     9     9     10    10    
Vardas440      Pavarde440     4     4     6     2     10    4     3     2     2     9     7     8     10    3     4     8     
Vardas441      Pavarde441     1     6     5     6     2     1     7     1     10    1     7     5     1     3     2     4     
Vardas442      Pavarde442     4     10    6     5     1     6     3     3     7     10    1     1     6     5     10    3     
Vardas443      Pavarde443     8     1     5     1     2     5     1     8     1     9     7     2     8     4     8     2     
Vardas444      Pavarde444     4     8     9     8     1     1     10    1     3     8     6     7     3     10    3     10    
Vardas445      Pavarde445     7     4     9     3     5     7     7     6     2     8     10    5     6     7     1     1     
Vardas446      Pavarde446     1     7     10    10    5     6     2     2     3     9     7     7     5     5     10    7     
Vardas447      Pavarde447     1     3     9     7     5     3     4     8     3     4     10    2     4     6     10    1     
Vardas448      Pavarde448     10    4     2     3     8     4     4     2     9     8     9     10    9     10    5     9     
Vardas449      Pavarde449     10    8     2     10    2     7     5     4     1     1     1     9     6     5     6     6     
Vardas450      Pavarde450     9     6     8     6     9     5     5     7     1     10    6     10    7     3     5     5     
Vardas451      Pavarde451     4     3     1     8     4     6     7     6     8     2     7     10    6     6     6     4     
Vardas452      Pavarde452     3     3     8     4     9     1     8     1     5     3     5     4     3     8     2     2     
Vardas453      Pavarde453     1     8     3     8     8     6     6     9     2     9     2     4     4     9     1     1     
Vardas454      Pavarde454     1     5     3     9     6     10    6     8     1     1     4     10    1     10    7     9     
Vardas455      Pavarde455     5     5     7     9     6     1     3     8     5     10    3     2     2     3     5     9     
Vardas456      Pavarde456     4     10    2     2     5     8     4     4     9     3     9     3     9     10    3     10    
Vardas457      Pavarde457     4     4     6     1     3     2     1     10    4     6     6     2     8     9     5     6     
Vardas458      Pavarde458     5     7     6     5     4     2     1     1     3     7     10    4     5     2     9     1     
Vardas459      Pavarde459     10    9     9     6     9     2     1     8     9     5     8     2     6     9     5     4     
Vardas460      Pavarde460     10    7     10    3     1     7     1     1     6     9     3     3     7     6     6     1     
Vardas461      Pavarde461     10    4     10    7     5     1     4     8     7     8     6     2     4     1     1     9     
Vardas462      Pavarde462     6     8     3     9     6     5     3     5     6     4     3     9     8     2     4     3     
Vardas463      Pavarde463     8     10    2     9     5     5     9     8     2     5     7     1     3     2     4     2     
Vardas464      Pavarde464     1     6     8     1     5     10    4     10    7     8     6     6     10    1     8     9     
Vardas465      Pavarde465     9     10    10    3     9     4     7     9     7     8     6     9     3     8     9     8     
Vardas466      Pavarde466     3     7     2     2     10    3     5     3     1     10    7     1     8     7     4     10    
Vardas467      Pavarde467     6     9     3     6     8     4     4     10    6     6     6     4     7     5     6     6     
Vardas468      Pavarde468     6     3     8     6     7     10    3     4     6     6     5     9     7     10    1     9     
Vardas469      Pavarde469     7     7     2     8     6     3     5     1     5     3     2     1     8     2     3     8     
Vardas470      Pavarde470     8     7     2     8     10    9     3     5     4     2     10    6     3     5     1     8     
Vardas471      Pavarde471     4     4     10    3     8     3     10    9     3     8     7     1     4     7     1     8     
Vardas472      Pavarde472     9     10    1     9     2     1     2     7     1     7     6     5     10    1     9     6     
Vardas473      Pavarde473     2     9     4     4     10    10    1     1     5     7     10    10    1     7     10    3     
Vardas474      Pavarde474     1     2     10    2     1     8     3     5     9     3     7     5     5     8     10    8     
Vardas475      Pavarde475     6     3     4     10    5     6     1     5     9     8     3     1     8     10    7     4     
Vardas476      Pavarde476     6     9     8     7     1     4     1     4     8     8     1     2     9     2     2     6     
Vardas477      Pavarde477     8     5     3     1     9     1     9     7     2     8     5     4     6     4     4     3     
Vardas478      Pavarde478     9     2     4     2     2     10    6     5     3     3     5     3     8     10    10    5     
Vardas479      Pavarde479     3     2     3     2     6     2     8     4     10    5     3     2     7     10    5     7     
Vardas480      Pavarde480     2     5     5     1     10    9     3     8     6     7     5     1     7     8     10    4     
Vardas481      Pavarde481     7     1     3     8     7     2     7     5     7     5     8     10    2     8     8     3     
Vardas482      Pavarde482     7     8     4     6     3     3     1     3     8     5     6     6     4     8     5     7     
Vardas483      Pavarde483     8     9     5     9     7     1     2     9     3     2     3     2     1     4     7     3     
Vardas484      Pavarde484     8     10    9     9     7     8     7     5     10    5     10    6     5     6     3     2     
Vardas485      Pavarde485     8     9     4     6     2     9     5     3     4     1     8     1     4     9     9     10    
Vardas486      Pavarde486     9     1     3     7     3     8     6     7     9     7     5     2     10    5     7     10    
Vardas487      Pavarde487     5     2     1     8     3     9     2     1     10    1     4     10    7     7     3     1     
Vardas488      Pavarde488     10    8     5     7     3     3     1     9     10    9     4     5     3     4     10    6     
Vardas489      Pavarde489     3     10    2     7     6     3     10    7     5     4     5     6     4     4     10    6     
Vardas490      Pavarde490     7     3     4     6     7     8     9     1     1     5     6     10    4     6     1     5     
Vardas491      Pavarde491     6     5     8     5     4     3     10    4     3     8     6     3     9     3     10    10    
Vardas492      Pavarde492     1     2     7     10    2     2     10    2     9     6     5     1     1     4     9     3     
Vardas493      Pavarde493     1     1     1     9     7     8     1     7     6     2     9     9     5     4     4     4     
Vardas494      Pavarde494     1     10    9     4     10    9     5     6     7     8     3     5     9     1     8     6     
Vardas495      Pavarde495     4     7     8     10    5     6     4     3     1     2     3     3     6     8     7     8     
Vardas496      Pavarde496     5     5     1     2     5     1     1     1     7     9     9     9     2     10    5     8     
Vardas497      Pavarde497     4     1     7     1     6     7     7     6     8     10    1     4     7     8     8     3     
Vardas498      Pavarde498     2     8     2     2     9     1     9     5     4     9     9     3     7     8     9     3     
Vardas499      Pavarde499     2     5     7     3     3     2     6     8     7     5     9     2     7     7     4     3     
Vardas500      Pavarde500     6     1     1     6     7     3     4     1     10    3     8     4     7     2     5     3     
Vardas501      Pavarde501     8     2     1     8     10    9     4     7     6     5     8     2     4     7     9     5     
Vardas502      Pavarde502     5     4     8     5     7     1     3     6     5     5     3     4     10    10    7     2     
Vardas503      Pavarde503     10    5     8     6     3     9     9     5     1     4     2     7     2     9     8     6     
Vardas504      Pavarde504     9     10    4     7     7     8     9     4     6     1     7     8     8     2     1     4     
Vardas505      Pavarde505     1     2     7     6     9     6     2     10    3     9     10    5     7     6     5     2     
Vardas506      Pavarde506     9     3     4     8     10    10    3     7     5     4     5     3     8     1     7     9     
Vardas507      Pavarde507     4     3     6     3     6     8     2     3     1     7     10    7     1     4     9     4     
Vardas508      Pavarde508     5     1     5     7     4     1     10    5     1     7     8     9     3     1     9     9     
Vardas509      Pavarde509     3     9     2     7     4     6     6     9     1     8     9     10    1     3     8     2     
Vardas510      Pavarde510     6     2     8     1     7     4     2     5     8     10    9     8     7     8     8     6     
Vardas511      Pavarde511     5     10    2     5     3     6     3     9     2     10    8     8     3     10    5     7     
Vardas512      Pavarde512     1     3     10    2     7     6     10    9     3     5     8     9     7     1     4     8     
Vardas513      Pavarde513     2     6     3     2     1     4     8     9     6     9     4     1     7     9     7     2     
Vardas514      Pavarde514     4     1     10    7     8     5     5     5     10    9     4     7     7     9     6     6     
Vardas515      Pavarde515     8     9     3     4     6     5     8     4     3     5     4     2     8     4     8     1     
Vardas516      Pavarde516     9     10    4     3     1     1     10    8     7     10    5     5     7     4     2     1     
Vardas517      Pavarde517     5     8     4     10    2     9     5     4     7     5     3     8     6     8     7     7     
Vardas518      Pavarde518     10    4     5     4     1     6     6     3     4     10    1     6     7     5     10    9     
Vardas519      Pavarde519     1     8     4     8     10    6     2     3     4     10    6     4     7     8     10    9     
Vardas520      Pavarde520     5     5     1     10    8     4     10    10    3     3     5     10    9     1     5     9     
Vardas521      Pavarde521     2     9     5     1     4     7     4     3     10    2     9     5     3     1     6     3     
Vardas522      Pavarde522     10    10    4     10    3     2     1     9     5     8     10    1     3     5     4     10    
Vardas523      Pavarde523     10    5     6     4     10    7     2     7     5     5     1     7     1     1     7     6     
Vardas524      Pavarde524     9     4     7     1     10    5     3     7     5     10    4     8     9     7     3     8     
Vardas525      Pavarde525     6     6     1     5     8     4     5     1     10    5     7     6     9     2     8     7     
Vardas526      Pavarde526     1     1     1     8     9     5     3     8     9     1     3     4     7     6     2     10    
Vardas527      Pavarde527     8     7     5     7     4     6     2     9     1     7     6     3     7     6     2     2     
Vardas528      Pavarde528     10    5     10    4     2     8     4     4     2     3     2     6     2     6     6     2     
Vardas529      Pavarde529     3     10    6     3     10    3     4     10    8     6     1     7     4     3     2     5     
Vardas530      Pavarde530     2     6     8     7     1     9     9     7     6     2     3     6     6     1     5     1     
Vardas531      Pavarde531     6     9     4     1     10    9     7     3     9     2     9     8     6     6     7     5     
Vardas532      Pavarde532     9     7     10    9     7     10    9     4     1     9     3     8     7     8     4     10    
Vardas533      Pavarde533     5     7     4     8     4     2     8     8     6     7     9     7     5     1     10    3     
Vardas534      Pavarde534     3     6     10    3     10    9     9     2     7     9     7     8     9     5     6     7     
Vardas535      Pavarde535     8     9     7     7     2     8     5     4     3     9     7     3     7     2     10    6     
Vardas536      Pavarde536     10    7     7     4     5     5     4     3     8     8     2     6     6     10    6     3     
Vardas537      Pavarde537     4     1     3     4     7     9     1     4     10    5     10    8     10    3     5     9     
Vardas538      Pavarde538     4     3     6     5     7     8     9     2     3     10    9     4     4     10    9     1     
Vardas539      Pavarde539     6     5     10    8     1     7     10    10    10    4     4     1     3     7     10    10    
Vardas540      Pavarde540     7     5     4     10    2     4     9     6     2     7     1     8     7     7     2     7     
Vardas541      Pavarde541     6     6     5     7     10    4     6     7     2     3     5     1     5     6     6     5     
Vardas542      Pavarde542     2     5     2     3     9     8     6     1     8     8     9     4     2     3     2     1     
Vardas543      Pavarde543     1     4     6     8     8     5     7     9     2     9     2     6     10    8     6     9     
Vardas544      Pavarde544     5     9     7     6     9     5     9     4     10    9     5     6     9     5     5     6     
Vardas545      Pavarde545     7     9     6     4     7     5     2     7     5     9     2     7     1     10    5     1     
Vardas546      Pavarde546     4     6     8     9     3     1     1     7     6     4     6     5     6     7     2     5     
Vardas547      Pavarde547     10    1     10    7     6     4     5     2     1     6     4     5     2     5     6     9     
Vardas548      Pavarde548     7     4     1     8     10    4     1     5     4     8     5     8     3     10    2     9     
Vardas549      Pavarde549     2     3     1     8     4     10    6     8     4     5     3     4     9     1     4     2     
Vardas550      Pavarde550     4     5     1     8     2     6     10    9     6     9     5     4     2     6     10    3     
Vardas551      Pavarde551     1     4     2     1     5     10    7     2     6     7     3     6     4     8     9     3     
Vardas552      Pavarde552     7     5     10    8     10    9     1     1     8     4     7     5     9     3     3     5     
Vardas553      Pavarde553     3     10    6     5     4     10    1     6     1     10    6     6     3     9     2     2     
Vardas554      Pavarde554     10    3     9     9     2     4     7     2     6     3     4     3     2     2     8     7     
Vardas555      Pavarde555     10    9     2     9     7     4     6     1     10    6     10    5     8     2     4     4     
Vardas556      Pavarde556     8     3     2     3     8     10    10    6     4     8     3     3     1     7     8     4     
Vardas557      Pavarde557     1     9     10    9     2     7     10    6     9     3     10    3     3     9     4     1     
Vardas558      Pavarde558     9     1     9     2     10    7     7     10    9     2     5     8     8     6     8     1     
Vardas559      Pavarde559     8     7     9     10    7     7     5     6     3     2     5     3     5     2     9     4     
Vardas560      Pavarde560     6     9     4     3     10    1     1     5     3     9     7     6     6     10    1     6     
Vardas561      Pavarde561     5     10    8     9     2     10    4     5     3     6     8     6     6     4     6     4     
Vardas562      Pavarde562     5     9     10    9     10    7     3     5     10    10    7     10    9     2     7     6     
Vardas563      Pavarde563     10    1     2     8     1     9     3     5     5     3     4     9     6     2     4     1     
Vardas564      Pavarde564     3     2     5     7     8     1     10    3     8     1     10    1     3     8     5     10    
Vardas565      Pavarde565     7     1     8     5     8     8     9     6     3     7     7     6     1     4     6     6     
Vardas566      Pavarde566     6     9     10    6     10    5     1     10    1     6     5     9     2     4     10    4     
Vardas567      Pavarde567     4     9     9     6     6     8     8     6     9     8     7     9     5     2     7     6     
Vardas568      Pavarde568     7     1     6     4     3     10    7     6     9     8     1     9     10    8     7     1     
Vardas569      Pavarde569     3     6     2     8     5     7     7     7     7     9     7     4     8     6     9     3     
Vardas570      Pavarde570     10    2     5     9     1     6     5     6     2     3     5     8     5     10    5     10    
Vardas571      Pavarde571     9     7     1     7     10    5     5     9     2     2     7     3     8     1     7     3     
Vardas572      Pavarde572     4     10    9     4     2     3     6     5     3     7     8     8     1     7     3     1     
Vardas573      Pavarde573     7     7     5     7     6     1     1     4     4     9     8     8     6     10    2     4     
Vardas574      Pavarde574     9     4     5     2     2     8     8     3     10    3     3     10    1     8     4     3     
Vardas575      Pavarde575     1     4     6     1     9     9     2     6     9     5     7     10    1     9     3     5     
Vardas576      Pavarde576     6     4     2     3     5     6     6     5     4     8     8     1     9     1     4     7     
Vardas577      Pavarde577     10    2     5     4     7     5     3     10    8     9     1     4     1     10    1     10    
Vardas578      Pavarde578     5     2     6     6     7     3     7     5     10    7     6     9     3     8     8     7     
Vardas579      Pavarde579     8     5     2     4     1     2     1     3     7     1     7     7     9     9     3     7     
Vardas580      Pavarde580     2     3     7     4     6     5     6     2     2     7     2     4     1     7     9     5     
Vardas581      Pavarde581     9     2     4     7     10    10    10    1     5     9     3     7     1     10    10    3     
Vardas582      Pavarde582     9     3     8     1     3     8     4     5     4     3     7     1     3     7     10    4     
Vardas583      Pavarde583     9     8     10    6     8     1     1     1     9     10    2     2     5     8     6     1     
Vardas584      Pavarde584     8     3     3     1     8     8     6     8     5     6     6     9     3     1     10    5     
Vardas585      Pavarde585     4     3     6     9     10    4     1     6     7     8     6     5     3     8     8     5     
Vardas586      Pavarde586     4     1     7     1     5     2     5     10    8     9     6     5     9     9     2     9     
Vardas587      Pavarde587     9     1     9     4     4     6     7     4     6     9     2     5     4     10    2     3     
Vardas588      Pavarde588     6     7     3     8     3     5     1     8     7     1     10    4     9     1     5     8     
Vardas589      Pavarde589     8     2     9     9     2     5     10    6     4     7     8     3     2     4     1     6     
Vardas590      Pavarde590     8     2     10    7     6     1     3     6     7     10    5     8     9     9     9     10    
Vardas591      Pavarde591     8     9     5     5     10    9     3     4     8     9     9     3     2     1     7     6     
Vardas592      Pavarde592     3     6     3     1     6     10    2     8     6     4     10    9     8     2     7     7     
Vardas593      Pavarde593     2     7     9     5     2     4     1     9     6     8     2     3     1     7     6     7     
Vardas594      Pavarde594     5     1     8     10    5     5     5     3     4     1     3     6     2     6     9     5     
Vardas595      Pavarde595     2     10    10    9     4     8     4     6     6     2     6     5     3     6     4     3     
Vardas596      Pavarde596     10    6     8     10    10    4     9     10    1     2     9     4     4     3     2     4     
Vardas597      Pavarde597     2     8     3     1     8     1     9     9     10    5     2     7     2     9     6     1     
Vardas598      Pavarde598     6     4     5     2     5     5     1     4     7     3     5     7     7     2     8     2     
Vardas599      Pavarde599     2     1     5     9     5     3     8     3     10    9     6     9     4     4     8     5     
Vardas600      Pavarde600     3     9     5     5     4     5     6     2     6     4     2     8     4     8     2     7     
Vardas601      Pavarde601     10    9     5     6     3     10    2     5     2     7     5     7     5     4     1     6     
Vardas602      Pavarde602     3     7     5     1     2     6     9     10    4     6     5     8     10    5     9     5     
Vardas603      Pavarde603     3     9     5     10    8     4     9     5     2     7     2     3     5     3     10    3     
