Vardas         Pavarde        ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas1723     Pavarde1723    8     7     3     7     2     2     7     5     1     9     1     8     1     2     5     6     
Vardas1724     Pavarde1724    4     2     3     2     10    6     7     9     9     9     5     5     6     4     8     8     
Vardas1725     Pavarde1725    7     9     6     7     7     1     2     3     3     4     7     2     10    3     5     4     
Vardas1726     Pavarde1726    9     6     4     6     1     3     1     7     3     9     6     5     4     4     9     8     
Vardas1727     Pavarde1727    5     9     5     1     6     8     4     9     4     9     4     6     1     1     10    1     
Vardas1728     Pavarde1728    2     5     7     9     9     7     8     6     9     10    8     2     1     8     2     5     
Vardas1729     Pavarde1729    6     5     2     2     7     2     1     7     7     5     7     9     9     1     10    4     
Vardas1730     Pavarde1730    8     2     4     5     8     4     5     5     7     1     2     9     4     2     10    5     
Vardas1731     Pavarde1731    1     4     5     9     3     8     7     7     3     2     8     5     6     6     1     5     
Vardas1732     Pavarde1732    1     1     3     2     5     5     2     4     4     8     8     6     2     1     2     5     
Vardas1733     Pavarde1733    3     4     2     4     5     9     4     9     5     9     7     2     5     5     2     8     
Vardas1734     Pavarde1734    5     2     4     1     4     1     8     9     1     4     6     9     9     6     10    4     
Vardas1735     Pavarde1735    8     8     1     5     3     7     1     1     9     10    6     8     5     8     1     3     
Vardas1736     Pavarde1736    9     7     3     3     3     9     4     5     9     10    4     7     2     7     3     10    
Vardas1737     Pavarde1737    8     3     4     6     3     10    4     2     8     10    1     1     6     1     1     10    
Vardas1738     Pavarde1738    7     1     5     2     7     7     4     10    9     1     8     3     3     3     1     7     
Vardas1739     Pavarde1739    10    4     6     8     6     8     2     7     7     10    6     6     6     7     3     9     
Vardas1740     Pavarde1740    7     10    2     6     9     4     3     8     3     3     10    1     8     6     10    1     
Vardas1741     Pavarde1741    4     7     9     3     4     3     4     7     5     8     9     7     4     9     5     4     
Vardas1742     Pavarde1742    1     2     5     1     9     4     9     4     6     8     4     5     6     5     6     1     
Vardas1743     Pavarde1743    1     10    8     3     8     7     4     8     5     5     6     6     4     5     1     2     
Vardas1744     Pavarde1744    4     4     1     5     7     6     4     7     10    1     2     9     10    3     5     6     
Vardas1745     Pavarde1745    2     5     4     1     1     6     6     4     4     1     3     7     9     6     9     6     
Vardas1746     Pavarde1746    6     7     5     4     6     7     4     1     1     7     7     5     2     8     5     8     
Vardas1747     Pavarde1747    6     6     4     9     6     10    3     10    5     3     7     3     4     3     7     2     
Vardas1748     Pavarde1748    10    3     2     10    8     1     6     6     2     2     3     10    8     9     6     1     
Vardas1749     Pavarde1749    10    1     5     10    6     3     4     9     3     6     4     2     2     2     10    8     
Vardas1750     Pavarde1750    6     1     2     6     8     1     4     8     4     5     10    5     9     4     2     3     
Vardas1751     Pavarde1751    3     2     7     7     4     3     5     10    7     6     10    6     8     1     6     7     
Vardas1752     Pavarde1752    5     7     8     7     4     5     9     5     6     3     2     8     3     4     4     5     
Vardas1753     Pavarde1753    2     9     7     9     9     4     9     1     3     2     9     1     1     1     2     3     
Vardas1754     Pavarde1754    2     8     9     4     2     6     4     6     5     10    5     5     5     10    6     7     
Vardas1755     Pavarde1755    3     8     5     2     7     6     4     6     8     3     9     3     6     8     10    10    
Vardas1756     Pavarde1756    8     1     1     5     6     5     7     6     1     1     3     7     10    10    8     1     
Vardas1757     Pavarde1757    9     8     2     8     9     6     4     5     3     5     3     7     10    6     3     1     
Vardas1758     Pavarde1758    8     10    7     1     8     10    6     7     4     3     4     6     5     9     4     8     
Vardas1759     Pavarde1759    2     2     4     5     10    9     5     8     5     5     8     10    7     7     1     10    
Vardas1760     Pavarde1760    9     10    5     2     5     8     3     7     1     10    3     4     3     10    6     10    
Vardas1761     Pavarde1761    10    1     4     3     1     9     1     8     3     4     10    7     8     2     4     1     
Vardas1762     Pavarde1762    2     10    1     6     4     4     6     6     4     3     4     8     5     7     4     6     
Vardas1763     Pavarde1763    10    5     9     4     7     5     2     8     3     2     2     4     8     7     9     9     
Vardas1764     Pavarde1764    9     1     7     4     3     8     3     1     6     1     2     6     6     7     10    2     
Vardas1765     Pavarde1765    7     2     9     8     5     6     6     7     10    5     2     1     8     9     10    8     
Vardas1766     Pavarde1766    3     3     6     2     1     3     6     7     4     8     3     4     8     7     9     8     
Vardas1767     Pavarde1767    7     5     9     6     4     8     4     10    8     4     6     3     7     9     8     3     
Vardas1768     Pavarde1768    3     8     8     2     8     4     4     8     5     4     2     1     6     1     9     7     
Vardas1769     Pavarde1769    10    9     5     9     5     8     8     1     4     8     2     8     6     2     6     2     
Vardas1770     Pavarde1770    8     1     8     4     6     7     1     10    2     8     7     4     2     4     2     5     
Vardas1771     Pavarde1771    7     4     8     7     5     4     1     10    6     2     2     4     4     2     8     7     
Vardas1772     Pavarde1772    7     7     2     3     6     8     3     1     5     1     7     1     6     3     2     1     
Vardas1773     Pavarde1773    2     9     2     6     2     9     2     3     1     1     10    10    8     1     5     7     
Vardas1774     Pavarde1774    9     8     9     6     9     6     4     2     3     2     10    10    1     8     5     3     
Vardas1775     Pavarde1775    2     9     2     5     9     8     3     3     8     5     6     6     6     1     8     6     
Vardas1776     Pavarde1776    7     5     7     3     7     10    4     5     10    5     1     1     8     5     7     1     
Vardas1777     Pavarde1777    2     10    9     6     3     9     8     5     6     10    9     5     1     6     2     3     
Vardas1778     Pavarde1778    1     7     8     10    7     9     1     2     1     6     10    2     9     1     8     2     
Vardas1779     Pavarde1779    9     3     7     5     7     3     4     1     6     5     3     3     1     2     6     4     
Vardas1780     Pavarde1780    4     8     3     3     9     6     7     6     6     5     8     2     8     1     6     2     
Vardas1781     Pavarde1781    2     7     2     3     4     5     2     9     6     3     9     6     8     2     10    7     
Vardas1782     Pavarde1782    6     3     5     3     1     1     4     9     2     2     7     10    2     9     7     3     
Vardas1783     Pavarde1783    6     2     1     4     6     9     8     10    9     2     4     3     5     9     9     9     
Vardas1784     Pavarde1784    5     3     2     8     6     10    7     2     4     5     7     10    3     2     8     2     
Vardas1785     Pavarde1785    2     1     2     2     4     3     5     4     7     7     4     8     7     8     7     8     
Vardas1786     Pavarde1786    2     6     9     6     4     6     8     10    4     10    8     8     10    5     9     2     
Vardas1787     Pavarde1787    4     9     6     10    8     4     9     5     2     3     9     7     2     7     8     2     
Vardas1788     Pavarde1788    4     2     8     8     9     8     9     6     5     7     2     5     4     9     1     6     
Vardas1789     Pavarde1789    5     4     5     4     7     3     10    9     1     2     4     3     1     3     8     2     
Vardas1790     Pavarde1790    9     2     3     1     5     8     6     4     9     6     10    5     6     6     9     9     
Vardas1791     Pavarde1791    10    8     4     7     1     9     6     1     5     3     4     7     4     4     9     2     
Vardas1792     Pavarde1792    9     3     2     9     1     9     1     4     3     1     7     6     7     4     8     10    
Vardas1793     Pavarde1793    10    8     5     7     5     3     7     8     8     5     1     2     8     3     9     8     
Vardas1794     Pavarde1794    1     4     3     8     1     8     4     8     3     2     1     1     10    10    9     6     
Vardas1795     Pavarde1795    10    7     6     6     8     5     9     8     8     10    2     6     3     5     10    3     
Vardas1796     Pavarde1796    9     4     6     9     8     5     9     4     2     5     9     2     6     9     6     10    
Vardas1797     Pavarde1797    9     8     6     1     3     5     4     1     2     2     7     3     2     8     6     1     
Vardas1798     Pavarde1798    6     7     3     6     2     5     3     2     1     5     1     1     9     10    2     5     
Vardas1799     Pavarde1799    6     10    3     8     7     10    9     7     6     4     10    5     4     5     1     9     
Vardas1800     Pavarde1800    2     9     4     9     8     8     10    2     5     9     5     9     4     5     3     5     
Vardas1801     Pavarde1801    2     1     6     4     2     1     8     1     9     3     5     4     10    4     4     1     
Vardas1802     Pavarde1802    3     1     7     7     9     7     7     3     1     3     7     1     5     3     8     2     
Vardas1803     Pavarde1803    4     7     3     5     1     6     4     9     7     6     6     5     9     8     9     5     
Vardas1804     Pavarde1804    2     2     7     4     8     9     8     8     2     6     7     9     8     5     1     8     
Vardas1805     Pavarde1805    10    3     7     7     4     8     8     9     2     6     5     10    9     2     10    4     
Vardas1806     Pavarde1806    6     10    2     2     2     2     2     9     6     9     5     7     2     9     9     10    
Vardas1807     Pavarde1807    5     8     2     9     4     10    8     8     5     5     5     3     1     2     5     8     
Vardas1808     Pavarde1808    5     2     8     2     1     7     1     6     10    2     6     7     2     1     10    8     
Vardas1809     Pavarde1809    6     2     6     9     1     4     10    9     5     5     10    8     2     9     8     10    
Vardas1810     Pavarde1810    3     9     1     8     2     9     2     8     10    6     6     5     2     6     9     2     
Vardas1811     Pavarde1811    4     4     9     3     3     5     9     8     2     3     9     8     5     2     4     2     
Vardas1812     Pavarde1812    3     3     9     2     5     8     9     3     6     7     10    6     8     5     8     1     
Vardas1813     Pavarde1813    8     7     1     9     8     4     2     7     2     2     9     9     3     1     6     4     
Vardas1814     Pavarde1814    3     1     9     9     9     9     9     1     1     10    7     1     5     5     10    2     
Vardas1815     Pavarde1815    3     3     5     6     3     9     7     7     6     8     2     3     3     3     6     1     
Vardas1816     Pavarde1816    6     2     4     10    6     7     2     3     10    4     9     8     1     6     5     1     
Vardas1817     Pavarde1817    8     3     3     3     4     7     3     6     6     2     8     8     2     8     9     7     
Vardas1818     Pavarde1818    5     8     2     3     7     8     9     3     4     3     6     3     5     4     10    6     
Vardas1819     Pavarde1819    9     5     10    10    5     5     2     4     3     3     9     8     7     3     7     2     
Vardas1820     Pavarde1820    1     4     2     8     1     1     2     7     8     4     9     7     10    1     1     6     
Vardas1821     Pavarde1821    7     8     6     5     3     1     8     7     6     5     3     10    1     9     2     2     
Vardas1822     Pavarde1822    1     6     4     3     7     4     5     4     4     10    9     2     1     3     6     5     
Vardas1823     Pavarde1823    1     1     6     10    2     7     5     10    10    7     7     1     2     2     8     10    
Vardas1824     Pavarde1824    1     7     8     9     4     6     10    2     9     7     4     10    3     6     5     5     
Vardas1825     Pavarde1825    8     8     2     10    9     2     9     8     8     8     2     4     1     9     1     1     
Vardas1826     Pavarde1826    2     6     2     6     10    10    9     10    6     6     7     10    7     2     8     5     
Vardas1827     Pavarde1827    5     10    6     2     1     1     6     3     3     8     6     7     9     1     7     7     
Vardas1828     Pavarde1828    2     3     4     6     6     8     8     2     2     5     10    6     8     5     8     9     
Vardas1829     Pavarde1829    9     2     1     2     5     7     8     9     4     7     2     8     1     10    4     8     
Vardas1830     Pavarde1830    2     3     6     6     3     8     7     2     4     3     5     8     4     9     8     9     
Vardas1831     Pavarde1831    3     8     9     2     2     2     4     4     3     10    10    4     4     2     3     1     
Vardas1832     Pavarde1832    6     10    3     2     10    3     9     3     1     3     2     1     6     3     6     10    
Vardas1833     Pavarde1833    4     6     9     4     10    6     8     5     3     2     10    3     1     7     2     2     
Vardas1834     Pavarde1834    1     9     7     1     2     5     4     9     6     7     5     6     4     4     7     10    
Vardas1835     Pavarde1835    1     2     7     9     6     5     2     1     9     2     8     1     7     3     9     7     
Vardas1836     Pavarde1836    4     3     5     9     2     6     10    4     6     6     6     7     8     7     3     8     
Vardas1837     Pavarde1837    10    6     4     1     9     3     2     1     2     1     2     7     3     10    6     9     
Vardas1838     Pavarde1838    6     9     4     2     1     2     3     5     4     10    1     6     1     6     10    6     
Vardas1839     Pavarde1839    8     4     10    10    4     6     8     4     3     3     1     3     4     8     1     2     
Vardas1840     Pavarde1840    2     1     4     1     8     8     7     9     4     2     6     1     2     3     4     6     
Vardas1841     Pavarde1841    2     2     7     9     3     10    2     7     3     8     3     2     8     3     8     2     
Vardas1842     Pavarde1842    4     3     5     10    4     2     6     1     7     7     4     10    5     3     7     3     
Vardas1843     Pavarde1843    3     10    1     9     4     7     2     3     9     5     3     8     6     5     1     6     
Vardas1844     Pavarde1844    3     7     1     8     7     9     8     1     6     8     9     2     4     9     4     5     
Vardas1845     Pavarde1845    6     8     4     6     7     1     4     7     2     5     4     9     7     2     9     1     
Vardas1846     Pavarde1846    2     9     4     5     2     2     8     3     8     3     8     6     6     10    1     2     
Vardas1847     Pavarde1847    5     6     9     4     6     7     2     6     6     6     8     4     10    6     1     7     
Vardas1848     Pavarde1848    6     9     3     7     10    10    8     1     6     8     2     6     1     10    7     5     
Vardas1849     Pavarde1849    8     4     7     4     2     4     5     2     10    7     7     3     8     5     7     10    
Vardas1850     Pavarde1850    6     6     10    5     4     1     5     5     5     1     8     8     10    7     1     4     
Vardas1851     Pavarde1851    10    2     6     2     3     7     5     5     8     9     3     8     3     10    8     10    
Vardas1852     Pavarde1852    9     9     6     9     1     5     6     8     4     2     7     5     4     5     5     9     
Vardas1853     Pavarde1853    7     5     1     2     10    6     2     7     6     4     10    10    4     10    4     5     
Vardas1854     Pavarde1854    4     1     9     7     10    10    7     8     9     3     3     7     6     2     5     3     
Vardas1855     Pavarde1855    10    6     2     8     1     4     4     5     3     3     1     7     3     10    3     10    
Vardas1856     Pavarde1856    4     6     6     8     8     10    4     5     7     3     3     6     9     8     9     8     
Vardas1857     Pavarde1857    4     2     9     7     4     7     5     8     8     3     2     3     5     8     3     10    
Vardas1858     Pavarde1858    4     4     5     4     7     5     3     5     1     7     8     1     6     1     7     3     
Vardas1859     Pavarde1859    10    3     10    2     2     1     5     10    7     8     4     9     10    2     9     3     
Vardas1860     Pavarde1860    10    4     5     5     4     3     2     1     4     10    2     8     2     9     7     1     
Vardas1861     Pavarde1861    9     5     3     9     6     2     9     3     5     10    9     6     3     9     1     7     
Vardas1862     Pavarde1862    3     3     8     10    3     4     2     10    8     4     8     5     3     2     7     9     
Vardas1863     Pavarde1863    10    7     1     6     8     7     3     9     8     4     8     10    9     2     8     2     
Vardas1864     Pavarde1864    4     4     5     4     2     6     3     7     1     8     2     7     4     3     8     3     
Vardas1865     Pavarde1865    5     6     10    9     10    10    4     9     9     5     5     9     5     1     2     1     
Vardas1866     Pavarde1866    8     7     2     5     8     8     2     7     5     10    2     7     9     3     2     1     
Vardas1867     Pavarde1867    9     10    5     3     5     3     3     8     10    10    8     8     2     7     6     3     
Vardas1868     Pavarde1868    2     4     6     7     8     1     9     5     6     5     7     5     2     7     3     5     
Vardas1869     Pavarde1869    10    2     1     4     7     5     8     10    4     6     2     1     6     5     6     10    
Vardas1870     Pavarde1870    5     1     5     10    2     6     3     10    1     6     7     9     4     9     7     8     
Vardas1871     Pavarde1871    5     1     4     2     5     5     1     1     4     1     5     10    6     9     6     4     
Vardas1872     Pavarde1872    6     4     5     10    10    1     10    5     8     5     5     1     8     7     10    5     
Vardas1873     Pavarde1873    10    10    10    4     10    9     6     9     5     7     2     1     3     4     4     5     
Vardas1874     Pavarde1874    3     7     10    5     9     4     3     9     4     1     3     3     4     4     2     9     
Vardas1875     Pavarde1875    6     3     9     6     9     10    9     4     10    3     8     5     8     9     10    4     
Vardas1876     Pavarde1876    1     2     2     1     3     10    8     8     6     8     8     10    10    3     1     8     
Vardas1877     Pavarde1877    10    4     1     9     3     7     7     9     7     10    3     10    9     10    5     7     
Vardas1878     Pavarde1878    8     3     3     1     3     2     2     10    5     3     4     9     5     3     10    3     
Vardas1879     Pavarde1879    2     10    1     8     5     10    7     7     1     6     8     8     6     8     1     4     
Vardas1880     Pavarde1880    5     10    9     6     3     9     5     2     4     7     3     2     9     8     1     2     
Vardas1881     Pavarde1881    5     8     8     6     6     5     9     6     9     2     2     6     3     10    2     10    
Vardas1882     Pavarde1882    8     6     9     5     1     9     8     4     6     10    3     7     5     6     1     9     
Vardas1883     Pavarde1883    7     5     10    7     6     1     6     4     10    3     10    7     8     2     3     6     
Vardas1884     Pavarde1884    8     6     7     8     6     10    1     2     2     3     6     7     2     3     5     1     
Vardas1885     Pavarde1885    3     1     4     5     4     3     10    10    2     9     7     9     8     2     4     8     
Vardas1886     Pavarde1886    10    5     9     2     1     4     10    7     8     7     5     10    1     3     1     4     
Vardas1887     Pavarde1887    7     7     8     8     9     8     5     6     5     3     9     8     5     7     1     6     
Vardas1888     Pavarde1888    10    5     3     1     2     3     9     5     9     6     3     2     9     8     9     4     
Vardas1889     Pavarde1889    8     5     2     4     6     1     7     6     5     10    1     1     2     2     4     9     
Vardas1890     Pavarde1890    1     9     5     9     3     7     6     9     7     4     8     8     7     6     10    1     
Vardas1891     Pavarde1891    3     5     8     9     6     6     4     9     10    6     9     2     1     2     6     7     
Vardas1892     Pavarde1892    9     3     5     3     3     9     8     5     10    8     7     6     10    9     5     6     
Vardas1893     Pavarde1893    7     7     8     7     8     9     7     1     5     1     7     1     8     1     1     10    
Vardas1894     Pavarde1894    8     5     5     9     6     2     6     7     9     8     10    4     6     7     10    2     
Vardas1895     Pavarde1895    7     2     9     3     5     1     4     2     6     2     10    3     9     6     9     10    
Vardas1896     Pavarde1896    7     7     7     3     5     1     4     10    5     4     7     7     6     3     10    5     
Vardas1897     Pavarde1897    7     2     3     8     10    1     10    5     4     2     5     6     4     6     7     2     
Vardas1898     Pavarde1898    8     4     8     1     5     2     1     10    2     10    10    4     8     4     1     3     
Vardas1899     Pavarde1899    8     3     1     2     6     7     6     1     3     2     5     10    2     1     1     1     
Vardas1900     Pavarde1900    3     10    2     10    7     10    3     2     2     9     3     5     2     7     5     4     
Vardas1901     Pavarde1901    4     8     2     9     9     10    10    8     9     1     5     10    2     8     9     7     
Vardas1902     Pavarde1902    10    9     5     5     4     4     6     4     4     7     4     4     5     10    10    9     
Vardas1903     Pavarde1903    2     8     6     10    2     9     8     8     5     7     9     8     1     7     7     4     
Vardas1904     Pavarde1904    6     2     1     8     6     6     10    2     8     1     8     5     2     7     8     3     
Vardas1905     Pavarde1905    10    5     7     7     2     8     8     5     10    4     3     9     3     7     3     10    
Vardas1906     Pavarde1906    9     6     6     3     10    8     3     1     7     4     5     4     1     9     3     1     
Vardas1907     Pavarde1907    1     10    7     4     10    10    4     4     6     5     4     7     5     4     7     8     
Vardas1908     Pavarde1908    8     5     6     10    4     9     5     1     2     7     2     2     2     9     1     6     
Vardas1909     Pavarde1909    6     6     4     2     5     8     1     9     3     9     8     8     10    1     7     2     
Vardas1910     Pavarde1910    3     6     3     4     9     10    1     6     2     10    4     6     4     4     6     3     
Vardas1911     Pavarde1911    1     5     3     9     2     8     8     4     10    8     7     3     9     5     8     4     
Vardas1912     Pavarde1912    3     7     2     9     1     1     1     8     10    1     3     6     5     4     1     1     
Vardas1913     Pavarde1913    5     10    3     5     6     1     7     8     3     5     3     10    7     8     4     5     
Vardas1914     Pavarde1914    1     3     10    9     3     1     4     2     9     6     5     6     10    1     2     1     
Vardas1915     Pavarde1915    10    8     6     5     9     8     5     1     7     5     10    3     6     9     1     8     
Vardas1916     Pavarde1916    8     3     9     7     2     7     7     7     10    3     5     3     8     5     1     2     
Vardas1917     Pavarde1917    5     3     3     3     4     1     10    6     5     8     10    1     3     7     3     1     
Vardas1918     Pavarde1918    7     9     4     10    2     9     8     9     8     8     10    1     8     4     10    8     
Vardas1919     Pavarde1919    8     1     8     4     6     2     4     3     2     7     9     6     8     7     10    6     
Vardas1920     Pavarde1920    7     2     9     8     4     2     7     4     1     6     4     8     1     10    7     7     
Vardas1921     Pavarde1921    8     3     3     6     8     10    3     4     9     8     10    6     10    7     4     4     
Vardas1922     Pavarde1922    9     1     8     3     10    3     6     4     10    6     4     9     2     9     4     6     
Vardas1923     Pavarde1923    4     10    8     9     9     6     5     2     9     4     7     6     7     7     7     3     
Vardas1924     Pavarde1924    5     5     7     4     1     2     9     2     1     1     4     2     10    3     9     3     
Vardas1925     Pavarde1925    5     7     9     2     2     9     1     7     3     10    2     7     6     10    9     7     
Vardas1926     Pavarde1926    6     10    9     3     9     2     1     9     4     1     10    1     3     6     5     2     
Vardas1927     Pavarde1927    4     2     8     1     2     7     7     2     1     8     9     3     10    3     9     2     
Vardas1928     Pavarde1928    5     10    4     10    1     6     8     3     5     8     4     9     2     7     10    6     
Vardas1929     Pavarde1929    9     3     4     2     5     2     2     1     10    5     4     4     6     2     9     1     
Vardas1930     Pavarde1930    5     8     9     7     6     4     10    4     2     1     8     9     1     5     6     7     
Vardas1931     Pavarde1931    7     8     1     10    2     8     5     8     7     6     7     3     7     2     2     3     
Vardas1932     Pavarde1932    3     3     1     7     1     7     4     8     6     1     6     1     8     3     7     8     
Vardas1933     Pavarde1933    6     8     2     4     3     1     2     6     3     7     2     6     7     6     5     3     
Vardas1934     Pavarde1934    10    3     6     9     3     7     2     8     3     3     4     3     10    5     7     7     
Vardas1935     Pavarde1935    4     3     4     10    1     5     1     7     1     3     1     5     5     10    8     4     
Vardas1936     Pavarde1936    5     1     1     7     5     2     8     4     5     10    8     7     4     2     6     4     
Vardas1937     Pavarde1937    4     7     5     6     8     10    2     7     6     7     10    4     2     5     7     7     
Vardas1938     Pavarde1938    4     4     3     5     4     2     6     10    8     8     9     7     4     4     2     4     
Vardas1939     Pavarde1939    1     5     3     10    7     10    3     9     3     3     8     4     1     2     5     8     
Vardas1940     Pavarde1940    2     8     9     5     2     8     1     5     7     5     5     4     4     5     3     3     
Vardas1941     Pavarde1941    6     7     9     2     1     9     7     9     6     2     9     7     8     9     5     5     
Vardas1942     Pavarde1942    7     6     4     10    2     4     3     6     9     6     7     7     1     5     3     5     
Vardas1943     Pavarde1943    6     4     4     5     6     4     5     3     6     10    9     9     3     3     9     4     
Vardas1944     Pavarde1944    3     1     4     3     7     10    6     1     5     2     2     10    3     9     5     3     
Vardas1945     Pavarde1945    1     1     4     4     5     10    7     4     3     8     2     3     2     5     2     2     
Vardas1946     Pavarde1946    3     1     6     10    4     5     7     6     2     3     1     7     5     1     1     9     
Vardas1947     Pavarde1947    9     8     4     5     8     6     2     10    8     5     10    8     1     9     8     1     
Vardas1948     Pavarde1948    10    4     8     3     6     4     4     3     10    8     3     5     3     9     10    3     
Vardas1949     Pavarde1949    3     8     8     8     4     10    6     4     5     5     2     4     7     3     9     6     
Vardas1950     Pavarde1950    6     5     2     10    10    3     3     8     9     10    4     10    7     8     1     4     
Vardas1951     Pavarde1951    9     10    8     1     1     5     3     6     5     7     5     5     2     6     5     8     
Vardas1952     Pavarde1952    9     7     8     3     3     9     6     9     6     7     5     6     3     1     9     7     
Vardas1953     Pavarde1953    6     3     2     7     10    5     7     10    1     7     7     8     1     9     4     8     
Vardas1954     Pavarde1954    2     9     10    5     5     7     5     10    3     5     7     2     9     10    9     2     
Vardas1955     Pavarde1955    1     5     2     5     10    10    6     5     9     4     9     1     6     9     2     2     
Vardas1956     Pavarde1956    3     2     10    7     1     9     3     3     3     7     4     4     4     3     3     1     
Vardas1957     Pavarde1957    1     6     10    5     4     2     3     7     2     9     9     8     7     3     8     8     
Vardas1958     Pavarde1958    9     8     10    1     4     4     3     8     3     8     7     10    2     1     4     8     
Vardas1959     Pavarde1959    9     9     4     9     1     4     2     3     6     10    5     10    7     3     2     2     
Vardas1960     Pavarde1960    8     5     2     5     9     1     9     7     10    5     6     5     2     4     7     3     
Vardas1961     Pavarde1961    1     9     7     9     1     2     2     1     6     10    5     1     5     1     5     2     
Vardas1962     Pavarde1962    6     4     1     4     8     4     8     3     7     9     3     10    10    6     2     2     
Vardas1963     Pavarde1963    6     5     7     4     9     6     4     1     2     4     9     1     9     4     2     8     
Vardas1964     Pavarde1964    8     4     3     6     7     9     10    7     4     8     3     9     9     7     6     9     
Vardas1965     Pavarde1965    2     5     5     10    1     9     4     10    9     6     9     9     5     3     3     2     
Vardas1966     Pavarde1966    9     1     5     9     4     3     9     3     10    4     2     6     3     8     1     4     
Vardas1967     Pavarde1967    5     9     10    5     7     6     8     8     8     4     1     1     2     8     10    4     
Vardas1968     Pavarde1968    9     4     8     8     9     1     3     7     1     2     5     5     2     2     7     5     
Vardas1969     Pavarde1969    10    7     6     4     8     3     6     1     6     8     10    8     8     6     5     8     
Vardas1970     Pavarde1970    6     2     8     1     3     6     2     6     6     3     4     6     7     3     9     2     
Vardas1971     Pavarde1971    2     3     7     8     9     3     8     4     4     5     2     10    4     2     2     5     
Vardas1972     Pavarde1972    5     1     5     7     6     5     6     8     1     3     4     10    4     3     9     6     
Vardas1973     Pavarde1973    1     5     8     1     3     7     5     1     2     7     4     3     5     8     10    6     
Vardas1974     Pavarde1974    2     4     6     4     1     6     10    7     1     9     3     6     6     4     8     4     
Vardas1975     Pavarde1975    5     4     6     9     5     5     10    6     3     4     9     8     6     8     1     6     
Vardas1976     Pavarde1976    2     10    2     10    9     3     4     6     1     6     9     2     9     9     2     10    
Vardas1977     Pavarde1977    1     3     1     1     1     3     9     8     8     1     9     9     6     7     8     5     
Vardas1978     Pavarde1978    6     3     5     6     1     3     5     1     5     4     10    10    10    6     10    4     
Vardas1979     Pavarde1979    2     5     2     7     3     6     9     8     8     1     2     2     9     5     9     1     
Vardas1980     Pavarde1980    1     8     6     10    6     5     4     10    10    2     10    1     1     7     6     3     
Vardas1981     Pavarde1981    8     2     1     7     3     7     6     6     1     6     1     8     4     2     1     3     
Vardas1982     Pavarde1982    4     9     5     2     7     7     3     10    4     3     2     7     6     3     10    3     
Vardas1983     Pavarde1983    6     3     2     7     6     5     10    6     7     6     3     1     9     6     2     7     
Vardas1984     Pavarde1984    1     1     4     9     5     4     10    3     2     3     9     6     9     1     8     2     
Vardas1985     Pavarde1985    2     4     9     10    10    7     3     6     2     10    2     9     3     10    2     7     
Vardas1986     Pavarde1986    7     3     5     7     2     5     1     4     10    1     7     1     8     9     8     6     
Vardas1987     Pavarde1987    8     2     10    5     3     1     9     2     4     2     7     7     6     8     4     8     
Vardas1988     Pavarde1988    2     3     4     2     1     8     2     9     1     8     7     6     2     1     3     2     
Vardas1989     Pavarde1989    8     4     1     6     9     9     9     1     8     4     8     4     3     1     8     3     
Vardas1990     Pavarde1990    5     8     7     5     8     8     6     4     6     10    3     9     4     8     6     7     
Vardas1991     Pavarde1991    4     4     4     9     3     2     1     10    10    8     5     4     9     4     3     10    
Vardas1992     Pavarde1992    6     2     3     7     6     5     3     10    10    1     1     5     6     2     5     1     
Vardas1993     Pavarde1993    3     9     10    10    9     1     10    1     1     1     8     9     7     10    4     2     
Vardas1994     Pavarde1994    4     6     10    2     3     2     9     5     10    4     9     7     3     7     5     8     
Vardas1995     Pavarde1995    7     5     9     7     8     2     9     8     7     2     5     2     4     5     7     6     
Vardas1996     Pavarde1996    8     1     9     10    5     6     4     5     10    4     5     8     5     1     8     2     
Vardas1997     Pavarde1997    9     7     8     5     2     10    4     2     8     3     2     7     10    7     5     7     
Vardas1998     Pavarde1998    3     6     3     5     8     5     8     5     3     10    1     9     2     7     10    8     
Vardas1999     Pavarde1999    10    2     4     3     4     8     1     9     5     8     10    8     10    2     7     5     
Vardas2000     Pavarde2000    2     1     8     7     9     4     7     2     3     6     8     9     6     6     7     5     
Vardas2001     Pavarde2001    8     4     1     7     3     6     10    1     9     5     5     7     10    10    8     9     
Vardas2002     Pavarde2002    5     4     6     8     8     2     1     5     5     1     10    7     5     4     1     5     
Vardas2003     Pavarde2003    7     6     1     5     6     3     9     3     10    3     6     9     6     3     9     7     
Vardas2004     Pavarde2004    7     2     9     6     3     9     10    7     5     10    2     8     10    2     7     6     
Vardas2005     Pavarde2005    9     7     1     6     2     4     5     2     2     6     8     8     1     6     8     5     
Vardas2006     Pavarde2006    5     8     1     8     6     3     10    1     6     9     1     9     1     3     1     6     
Vardas2007     Pavarde2007    8     5     8     7     10    1     3     3     6     8     3     10    8     10    2     10    
Vardas2008     Pavarde2008    10    7     7     1     6     2     10    10    7     7     5     2     3     7     2     1     
Vardas2009     Pavarde2009    7     5     2     1     3     1     5     8     8     2     1     10    9     4     1     4     
Vardas2010     Pavarde2010    1     9     7     10    8     5     10    3     8     8     4     5     5     7     9     4     
Vardas2011     Pavarde2011    2     2     2     2     9     1     4     5     3     5     8     1     6     4     5     9     
Vardas2012     Pavarde2012    3     3     3     5     5     4     3     7     2     9     9     4     1     7     6     2     
